item_pk,item_id,report_pk,employee_id,report_id,expense_type_id,expense_category_code,bill_number,bill_date,bill_amount,bill_currency_id,overridden_amount,mileage_unit,mileage_quantity,mileage_rate_per_unit,mileage_original_rate_per_unit,mileage_overridden_quantity,item_status,report_status,auto_approved,approval_date,rejection_date,policy_id,rule_id,limit_per_claim,limit_per_day,limit_per_month,limit_per_quarter,limit_per_year,allow_beyond_limit,frequency_per_day,frequency_per_month,frequency_per_quarter,frequency_per_year,allow_beyond_frequency,configured_reviewer_chain,configured_reviewer_count,remark_count,last_workflow_action,is_duplicate_flagged,duplicate_match_count,override_count,item_created_on,item_updated_on,submission_date
514,MEAL-514,508,1000,EXP-508,5,MEAL,579038,2025-05-22,8086.96,1,,,,,,,Accepted,ACCEPTED,False,2025-06-15 00:40:58.817814130,,1ecb6427-e183-fcca-8330-549820eee127,f381bf70-6991-6656-6478-c892befc7d1d,10000,,25000,,,True,,12,,,True,Manager > Admin,2,1,ACCEPT,False,0,0,2025-06-08 15:33:21.419959394,2025-06-15 00:40:58.817814130,2025-06-10 06:09:53.078721270
515,MEAL-515,512,1000,EXP-512,5,MEAL,INV-27332,2025-08-05,8690.07,1,,,,,,,Paid,PAID,False,2025-08-26 22:56:12.029236934,,1ecb6427-e183-fcca-8330-549820eee127,f381bf70-6991-6656-6478-c892befc7d1d,10000,,25000,,,True,,12,,,True,Manager > Admin,2,0,ACCEPT,False,0,0,2025-08-21 18:12:50.866782125,2025-08-26 22:56:12.029236934,2025-08-22 17:23:00.192461517
516,MEAL-516,513,1000,EXP-513,5,MEAL,495537,2025-08-17,4737.64,1,,,,,,,Paid,PAID,False,2025-09-07 06:52:02.759816024,,1ecb6427-e183-fcca-8330-549820eee127,f381bf70-6991-6656-6478-c892befc7d1d,10000,,25000,,,True,,12,,,True,Manager > Admin,2,1,ACCEPT,False,0,0,2025-08-31 23:53:04.615722661,2025-09-07 06:52:02.759816024,2025-09-01 18:49:44.227091112
517,MEAL-517,517,1000,EXP-517,5,MEAL,,2025-11-26,5127.66,1,,,,,,,Accepted,ACCEPTED,False,2025-12-17 23:22:59.449356021,,1ecb6427-e183-fcca-8330-549820eee127,f381bf70-6991-6656-6478-c892befc7d1d,10000,,25000,,,True,,12,,,True,Manager > Admin,2,0,ACCEPT,False,0,0,2025-12-11 07:41:04.443596563,2025-12-17 23:22:59.449356021,2025-12-12 03:23:44.213513960
518,MEAL-518,521,1000,EXP-521,5,MEAL,INV-34130,2026-03-06,14633.6,1,,,,,,,Rejected,REJECTED,False,,2026-03-24 18:49:10.691896545,1ecb6427-e183-fcca-8330-549820eee127,f381bf70-6991-6656-6478-c892befc7d1d,10000,,25000,,,True,,12,,,True,Manager > Admin,2,0,REJECT,False,0,0,2026-03-21 09:38:35.821027292,2026-03-24 18:49:10.691896545,2026-03-22 06:33:11.935907590
519,MEAL-519,523,1000,EXP-523,5,MEAL,INV-10814,2026-04-19,6213.26,1,,,,,,,Accepted,ACCEPTED,False,2026-05-11 09:16:56.148597710,,1ecb6427-e183-fcca-8330-549820eee127,f381bf70-6991-6656-6478-c892befc7d1d,10000,,25000,,,True,,12,,,True,Manager > Admin,2,2,ACCEPT,False,0,0,2026-05-06 11:51:29.605578808,2026-05-11 09:16:56.148597710,2026-05-07 20:14:48.152585056
520,MED-520,504,1000,EXP-504,15,MED,538488,2025-03-31,37204.69,1,,,,,,,Paid,PAID,False,2025-04-09 19:03:59.495627012,,d985a554-584a-e4d1-ac1d-5f53759621d0,02aa7ee7-09be-1c59-a279-d21b2c0ee56a,100000,,150000,,,True,,4,,,True,Manager > Manager's Manager > Admin,3,1,ACCEPT,False,0,0,2025-04-02 21:13:37.610865675,2025-04-09 19:03:59.495627012,2025-04-04 00:00:00.000000000
521,TRVL-521,502,1000,EXP-502,8,TRVL,823563,2025-02-25,13180.23,1,,,,,,,Accepted,ACCEPTED,False,2025-03-04 00:09:31.542618370,,07efccdc-b76b-c2c2-a3a7-8318adfb512a,8069b43c-34e9-70b2-f4c2-7db0cef37477,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2025-02-24 16:52:09.941894191,2025-03-04 00:09:31.542618370,2025-02-25 00:00:00.000000000
522,TRVL-522,507,1000,EXP-507,8,TRVL,267678,2025-06-01,13209.13,1,,,,,,,Paid,PAID,False,2025-06-10 01:46:34.777100997,,07efccdc-b76b-c2c2-a3a7-8318adfb512a,8069b43c-34e9-70b2-f4c2-7db0cef37477,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2025-06-03 04:24:02.483052843,2025-06-10 01:46:34.777100997,2025-06-04 14:17:55.588962251
523,TRVL-523,515,1000,EXP-515,8,TRVL,,2025-09-20,13027.29,1,,,,,,,Paid,PAID,False,2025-10-02 04:01:53.790966389,,07efccdc-b76b-c2c2-a3a7-8318adfb512a,8069b43c-34e9-70b2-f4c2-7db0cef37477,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,1,ACCEPT,False,0,0,2025-09-27 13:25:13.850408241,2025-10-02 04:01:53.790966389,2025-09-27 23:21:30.041209509
524,TRVL-524,519,1000,EXP-519,8,TRVL,INV-69870,2026-01-21,13597.14,1,,,,,,,Paid,PAID,False,2026-01-26 23:28:57.077334506,,07efccdc-b76b-c2c2-a3a7-8318adfb512a,8069b43c-34e9-70b2-f4c2-7db0cef37477,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2026-01-22 11:55:37.293478709,2026-01-26 23:28:57.077334506,2026-01-22 16:20:40.318221163
525,TRVL-525,525,1000,EXP-525,8,TRVL,,2026-05-17,13972.47,1,,,,,,,Rejected,REJECTED,False,,2026-05-26 05:48:54.154270790,07efccdc-b76b-c2c2-a3a7-8318adfb512a,8069b43c-34e9-70b2-f4c2-7db0cef37477,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,1,REJECT,False,0,0,2026-05-20 16:39:12.873077594,2026-05-26 05:48:54.154270790,2026-05-22 07:40:59.180216435
526,TRVL-526,546,1001,EXP-546,6,TRVL,INV-56360,2026-04-11,417.3,1,,,,,,,Rejected,REJECTED,False,,2026-04-15 18:24:11.152834153,07efccdc-b76b-c2c2-a3a7-8318adfb512a,8069b43c-34e9-70b2-f4c2-7db0cef37477,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,0,REJECT,False,0,0,2026-04-10 01:40:28.434991120,2026-04-15 18:24:11.152834153,2026-04-11 00:00:00.000000000
527,TRVL-527,547,1001,EXP-547,6,TRVL,INV-39795,2026-04-22,532.24,1,,,,,,,Rejected,ACCEPTED,False,,2026-04-28 09:56:25.169271058,07efccdc-b76b-c2c2-a3a7-8318adfb512a,8069b43c-34e9-70b2-f4c2-7db0cef37477,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,REJECT,False,0,0,2026-04-23 05:49:56.513439471,2026-04-28 09:56:25.169271058,2026-04-24 17:41:29.040211187
528,TRVL-528,548,1001,EXP-548,6,TRVL,505517,2026-05-07,394.16,1,,,,,,,Paid,PAID,False,2026-05-16 16:43:06.292360806,,07efccdc-b76b-c2c2-a3a7-8318adfb512a,8069b43c-34e9-70b2-f4c2-7db0cef37477,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,1,ACCEPT,False,0,0,2026-05-08 17:53:52.586577047,2026-05-16 16:43:06.292360806,2026-05-10 07:10:38.515636446
529,TRVL-529,549,1001,EXP-549,6,TRVL,128559,2026-05-22,423.99,1,,,,,,,Accepted,ACCEPTED,False,2026-06-02 20:29:11.810252381,,07efccdc-b76b-c2c2-a3a7-8318adfb512a,8069b43c-34e9-70b2-f4c2-7db0cef37477,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2026-05-26 03:00:22.051831746,2026-06-02 20:29:11.810252381,2026-05-26 21:07:30.732785248
530,TRVL-530,550,1001,EXP-550,6,TRVL,,2026-06-10,408.38,1,,,,,,,Accepted,ACCEPTED,False,2026-06-21 00:03:40.155794126,,07efccdc-b76b-c2c2-a3a7-8318adfb512a,8069b43c-34e9-70b2-f4c2-7db0cef37477,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,0,ACCEPT,False,0,0,2026-06-11 17:59:04.851675870,2026-06-21 00:03:40.155794126,2026-06-12 12:39:46.970369011
531,TRVL-531,551,1001,EXP-551,6,TRVL,INV-13205,2026-06-22,433.06,1,,,,,,,Paid,PAID,False,2026-07-05 12:54:26.957951193,,07efccdc-b76b-c2c2-a3a7-8318adfb512a,8069b43c-34e9-70b2-f4c2-7db0cef37477,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,1,ACCEPT,False,0,0,2026-06-24 20:36:31.177063039,2026-07-05 12:54:26.957951193,2026-06-25 15:04:03.708463140
532,FUEL-532,526,1001,EXP-526,10,FUEL,,2025-01-20,2079.06,1,,KM,173.25,12.0,,,Accepted,ACCEPTED,False,2025-01-26 08:43:17.910011896,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,0,ACCEPT,False,0,0,2025-01-18 13:19:11.110163357,2025-01-26 08:43:17.910011896,2025-01-20 00:00:00.000000000
533,FUEL-533,527,1001,EXP-527,10,FUEL,INV-53790,2025-02-17,1962.35,1,,KM,163.53,12.0,,,Rejected,REJECTED,False,,2025-02-19 19:54:06.387071304,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,2,REJECT,False,0,0,2025-02-16 18:10:13.480466675,2025-02-19 19:54:06.387071304,2025-02-17 16:22:04.558500617
534,FUEL-534,529,1001,EXP-529,10,FUEL,,2025-03-14,2038.43,1,,KM,169.87,12.0,,,Accepted,ACCEPTED,False,2025-03-20 18:44:36.651086517,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,0,ACCEPT,False,0,0,2025-03-14 14:06:39.947953947,2025-03-20 18:44:36.651086517,2025-03-15 05:15:23.893478066
535,FUEL-535,530,1001,EXP-530,10,FUEL,384621,2025-04-08,2012.47,1,,KM,167.71,12.0,,,Paid,PAID,False,2025-04-15 17:11:56.035623864,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,2,ACCEPT,False,0,0,2025-04-07 18:34:43.901112400,2025-04-15 17:11:56.035623864,2025-04-08 10:54:14.060503343
536,FUEL-536,531,1001,EXP-531,10,FUEL,INV-53783,2025-04-24,2105.35,1,,KM,175.45,12.0,,,Accepted,ACCEPTED,False,2025-05-02 11:22:23.546994446,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,1,ACCEPT,False,0,0,2025-04-28 05:05:00.241915783,2025-05-02 11:22:23.546994446,2025-04-29 20:10:30.044179990
537,FUEL-537,532,1001,EXP-532,10,FUEL,,2025-05-29,2139.87,1,,KM,178.32,12.0,,,Paid,PAID,False,2025-06-04 00:38:54.580487585,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,2,ACCEPT,False,0,0,2025-05-29 13:25:04.014718301,2025-06-04 00:38:54.580487585,2025-05-30 14:25:09.714475787
538,FUEL-538,533,1001,EXP-533,10,FUEL,247594,2025-06-27,1928.09,1,,KM,160.67,12.0,,,Paid,PAID,False,2025-07-05 05:58:39.539450128,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,1,ACCEPT,False,0,0,2025-06-27 09:38:47.170912482,2025-07-05 05:58:39.539450128,2025-06-28 18:32:29.190914267
539,FUEL-539,534,1001,EXP-534,10,FUEL,INV-70618,2025-07-26,1991.34,1,,KM,165.94,12.0,,,Paid,PAID,False,2025-08-03 07:44:38.591486087,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,2,ACCEPT,False,0,0,2025-07-26 16:19:04.328903428,2025-08-03 07:44:38.591486087,2025-07-26 21:22:04.496057840
540,FUEL-540,536,1001,EXP-536,10,FUEL,85055,2025-08-28,2083.82,1,,KM,173.65,12.0,,,Paid,PAID,False,2025-09-01 22:15:51.946863243,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,2,ACCEPT,False,0,0,2025-08-27 03:32:14.277646123,2025-09-01 22:15:51.946863243,2025-08-28 08:50:19.177571752
541,FUEL-541,537,1001,EXP-537,10,FUEL,301624,2025-09-27,2036.73,1,,KM,169.73,12.0,,,Accepted,ACCEPTED,False,2025-10-07 04:57:35.380933018,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,2,ACCEPT,False,0,0,2025-09-29 02:42:46.948364548,2025-10-07 04:57:35.380933018,2025-09-30 15:22:57.820259333
542,FUEL-542,538,1001,EXP-538,10,FUEL,INV-37972,2025-10-27,1900.14,1,,KM,158.34,12.0,,,Paid,PAID,False,2025-11-05 17:01:57.204197094,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,1,ACCEPT,False,0,0,2025-10-29 01:36:54.059340797,2025-11-05 17:01:57.204197094,2025-10-30 12:43:03.294065079
543,FUEL-543,539,1001,EXP-539,10,FUEL,,2025-12-02,2082.79,1,,KM,173.57,12.0,,,Paid,PAID,False,2025-12-07 22:53:59.466054107,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,2,ACCEPT,False,0,0,2025-12-01 07:58:21.293104751,2025-12-07 22:53:59.466054107,2025-12-02 04:20:38.803360303
544,FUEL-544,540,1001,EXP-540,10,FUEL,INV-90310,2025-12-22,2060.63,1,,KM,171.72,12.0,,,Paid,PAID,False,2026-01-01 11:50:44.559039340,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,0,ACCEPT,False,0,0,2025-12-25 09:19:21.861534275,2026-01-01 11:50:44.559039340,2025-12-26 04:09:47.262810135
545,FUEL-545,541,1001,EXP-541,10,FUEL,759284,2026-01-24,2007.72,1,,KM,167.31,12.0,,,Accepted,ACCEPTED,False,2026-01-30 21:51:34.464301165,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,1,ACCEPT,False,0,0,2026-01-24 16:06:33.282932228,2026-01-30 21:51:34.464301165,2026-01-25 22:36:40.164487661
546,FUEL-546,543,1001,EXP-543,10,FUEL,661680,2026-02-16,1960.86,1,,KM,163.41,12.0,,,Rejected,REJECTED,False,,2026-02-22 06:34:46.468301163,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,1,REJECT,False,0,0,2026-02-18 22:43:40.206353047,2026-02-22 06:34:46.468301163,2026-02-20 10:14:29.593779049
547,FUEL-547,545,1001,EXP-545,10,FUEL,,2026-03-19,2183.69,1,,KM,181.97,12.0,,,Accepted,ACCEPTED,False,2026-03-23 10:03:56.959268553,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,1,ACCEPT,False,0,0,2026-03-19 20:32:34.541571610,2026-03-23 10:03:56.959268553,2026-03-21 08:15:55.399581814
548,FUEL-548,547,1001,EXP-547,10,FUEL,INV-29795,2026-04-24,2034.69,1,,KM,169.56,12.0,,,Accepted,ACCEPTED,False,2026-04-28 19:49:19.354310305,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,0,ACCEPT,False,0,0,2026-04-24 05:42:34.866803129,2026-04-28 19:49:19.354310305,2026-04-25 04:03:47.284817892
549,FUEL-549,549,1001,EXP-549,10,FUEL,199186,2026-05-20,2018.14,1,,KM,168.18,12.0,,,Accepted,ACCEPTED,False,2026-05-26 01:01:17.528989198,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,2,ACCEPT,False,0,0,2026-05-23 18:31:12.807530150,2026-05-26 01:01:17.528989198,2026-05-24 06:31:15.158906927
550,FUEL-550,551,1001,EXP-551,10,FUEL,INV-46617,2026-06-28,2047.2,1,,KM,170.6,12.0,,,Paid,PAID,False,2026-07-05 14:02:54.854043398,,ffb6bc87-b812-3503-226a-ec7aab893299,2d57b2e9-bdb6-d024-95c5-761c4d837923,8000,,15000,,,True,,8,,,True,Manager > Admin,2,1,ACCEPT,False,0,0,2026-06-29 13:40:51.835040879,2026-07-05 14:02:54.854043398,2026-06-29 18:15:39.759702527
551,INT-551,542,1001,EXP-542,1,INT,,2026-01-16,1911.56,1,,,,,,,Paid,PAID,False,2026-02-03 11:42:08.749180282,,c6adee10-75e3-ddf9-2752-673cfb018a35,46ff7575-1f07-b7f3-97d4-9a5d0de7c7a7,3000,,6000,,,True,,4,,,True,Manager,1,0,ACCEPT,False,0,0,2026-01-30 01:25:06.618808391,2026-02-03 11:42:08.749180282,2026-01-31 00:00:00.000000000
552,MED-552,535,1001,EXP-535,15,MED,932094,2025-08-11,43871.25,1,,,,,,,Paid,PAID,False,2025-08-29 08:31:06.862459957,,d985a554-584a-e4d1-ac1d-5f53759621d0,02aa7ee7-09be-1c59-a279-d21b2c0ee56a,100000,,150000,,,True,,4,,,True,Manager > Manager's Manager > Admin,3,0,ACCEPT,False,0,0,2025-08-18 12:57:41.156776776,2025-08-29 08:31:06.862459957,2025-08-20 00:00:00.000000000
553,LEARN-553,528,1001,EXP-528,12,LEARN,781920,2025-03-07,8312.6,1,,,,,,,Accepted,ACCEPTED,False,2025-03-15 01:53:33.878100832,,2af367d5-04f1-5d55-36e4-bcb68b854b90,1d7127d1-60df-505e-c9ce-eaff0e8c2c5e,30000,,40000,,,True,,3,,,True,Manager > Admin,2,0,ACCEPT,False,0,0,2025-03-08 22:35:26.698942259,2025-03-15 01:53:33.878100832,2025-03-09 00:00:00.000000000
554,LEARN-554,536,1001,EXP-536,12,LEARN,INV-60810,2025-08-28,10754.95,1,,,,,,,Paid,PAID,False,2025-09-04 01:47:59.760499222,,2af367d5-04f1-5d55-36e4-bcb68b854b90,1d7127d1-60df-505e-c9ce-eaff0e8c2c5e,30000,,40000,,,True,,3,,,True,Manager > Admin,2,1,ACCEPT,False,0,0,2025-08-30 10:06:13.425187754,2025-09-04 01:47:59.760499222,2025-08-30 19:28:33.160033328
555,LEARN-555,544,1001,EXP-544,12,LEARN,INV-17302,2026-02-25,12512.03,1,,,,,,,Accepted,ACCEPTED,False,2026-03-04 11:55:14.615633731,,2af367d5-04f1-5d55-36e4-bcb68b854b90,1d7127d1-60df-505e-c9ce-eaff0e8c2c5e,30000,,40000,,,True,,3,,,True,Manager > Admin,2,1,ACCEPT,False,0,0,2026-02-27 14:03:37.553426099,2026-03-04 11:55:14.615633731,2026-02-28 16:02:36.066146194
556,INT-556,553,1002,EXP-553,2,INT,,2025-02-01,589.88,1,,,,,,,Paid,PAID,False,2025-02-07 08:53:39.912270573,,c6adee10-75e3-ddf9-2752-673cfb018a35,46ff7575-1f07-b7f3-97d4-9a5d0de7c7a7,3000,,6000,,,True,,4,,,True,Manager,1,2,ACCEPT,False,0,0,2025-01-31 04:44:20.348755360,2025-02-07 08:53:39.912270573,2025-02-01 00:00:00.000000000
557,INT-557,554,1002,EXP-554,2,INT,,2025-02-26,590.0,1,,,,,,,Rejected,REJECTED,False,,2025-03-05 20:22:29.864396596,c6adee10-75e3-ddf9-2752-673cfb018a35,46ff7575-1f07-b7f3-97d4-9a5d0de7c7a7,3000,,6000,,,True,,4,,,True,Manager,1,1,REJECT,False,0,0,2025-02-26 20:48:15.363018811,2025-03-05 20:22:29.864396596,2025-02-28 05:58:26.724298747
