item_pk,item_id,report_pk,employee_id,report_id,employee_id-2,expense_type_name,expense_category_name,expense_category_code,bill_number,bill_date,bill_amount,bill_currency_id,overridden_amount,mileage_unit,mileage_quantity,mileage_rate_per_unit,mileage_original_rate_per_unit,mileage_overridden_quantity,item_status,report_status,auto_approved,approval_date,rejection_date,policy_id,rule_id,limit_per_claim,limit_per_day,limit_per_month,limit_per_quarter,limit_per_year,allow_beyond_limit,frequency_per_day,frequency_per_month,frequency_per_quarter,frequency_per_year,allow_beyond_frequency,configured_reviewer_chain,configured_reviewer_count,remark_count,last_workflow_action,is_duplicate_flagged,duplicate_match_count,override_count,item_created_on,item_updated_on,submission_date
511,TRVL-511,515,1000,EXP-515,1000,Local Cab,Travel,TRVL,468864,2025-05-26,669.54,1,,,,,,,Accepted,ACCEPTED,False,2025-06-12 13:01:02.914882200,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2025-06-04 15:52:57.364231500,2025-06-12 13:01:02.914882200,2025-06-05 10:21:12.178052199
512,TRVL-512,516,1000,EXP-516,1000,Local Cab,Travel,TRVL,,2025-06-08,623.55,1,,,,,,,Paid,PAID,False,2025-06-22 08:02:45.042649758,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,1,ACCEPT,False,0,0,2025-06-14 13:52:33.985420083,2025-06-22 08:02:45.042649758,2025-06-15 23:15:44.290189302
513,TRVL-513,519,1000,EXP-519,1000,Local Cab,Travel,TRVL,208191,2025-06-23,594.65,1,,,,,,,Accepted,ACCEPTED,False,2025-07-05 04:04:08.512741474,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,0,ACCEPT,False,0,0,2025-06-27 15:03:42.580109438,2025-07-05 04:04:08.512741474,2025-06-28 09:13:44.374880570
514,TRVL-514,520,1000,EXP-520,1000,Local Cab,Travel,TRVL,,2025-07-08,601.38,1,,,,,,,Paid,PAID,False,2025-07-20 09:06:09.854343360,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,0,ACCEPT,False,0,0,2025-07-11 04:19:07.499361566,2025-07-20 09:06:09.854343360,2025-07-12 10:12:22.538136358
515,TRVL-515,522,1000,EXP-522,1000,Local Cab,Travel,TRVL,,2025-07-25,644.82,1,,,,,,,Accepted,ACCEPTED,False,2025-08-02 03:51:05.178015127,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2025-07-25 14:39:23.489133806,2025-08-02 03:51:05.178015127,2025-07-26 13:45:44.769399225
516,TRVL-516,523,1000,EXP-523,1000,Local Cab,Travel,TRVL,INV-88164,2025-08-09,696.34,1,,,,,,,Accepted,ACCEPTED,False,2025-08-15 17:01:43.543023709,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,1,ACCEPT,False,0,0,2025-08-08 23:25:09.849288570,2025-08-15 17:01:43.543023709,2025-08-09 09:41:00.950116550
517,TRVL-517,525,1000,EXP-525,1000,Local Cab,Travel,TRVL,,2025-08-17,644.75,1,,,,,,,Accepted,ACCEPTED,False,2025-08-28 00:57:16.531326501,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2025-08-20 04:07:06.501192459,2025-08-28 00:57:16.531326501,2025-08-21 03:08:21.304478550
518,TRVL-518,527,1000,EXP-527,1000,Local Cab,Travel,TRVL,512508,2025-09-02,655.15,1,,,,,,,Accepted,ACCEPTED,False,2025-09-09 09:17:19.876695176,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2025-09-02 03:33:20.309880647,2025-09-09 09:17:19.876695176,2025-09-02 20:14:03.830981572
519,TRVL-519,528,1000,EXP-528,1000,Local Cab,Travel,TRVL,INV-32308,2025-09-09,717.68,1,,,,,,,Paid,PAID,False,2025-09-23 21:24:22.999693068,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2025-09-14 23:25:22.624307026,2025-09-23 21:24:22.999693068,2025-09-16 01:43:45.991303731
520,TRVL-520,530,1000,EXP-530,1000,Local Cab,Travel,TRVL,,2025-09-28,715.05,1,,,,,,,Accepted,PAID,False,2025-10-07 06:44:56.831105663,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2025-09-30 02:49:09.207996976,2025-10-07 06:44:56.831105663,2025-10-01 11:12:32.306154166
521,TRVL-521,532,1000,EXP-532,1000,Local Cab,Travel,TRVL,427995,2025-10-15,691.68,1,,,,,,,Accepted,ACCEPTED,False,2025-10-25 12:39:13.621554538,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2025-10-17 19:52:08.466068391,2025-10-25 12:39:13.621554538,2025-10-18 20:08:09.779210729
522,TRVL-522,533,1000,EXP-533,1000,Local Cab,Travel,TRVL,,2025-10-26,715.91,1,,,,,,,Accepted,ACCEPTED,False,2025-11-04 23:47:37.584909726,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,0,ACCEPT,False,0,0,2025-10-28 22:04:44.239330240,2025-11-04 23:47:37.584909726,2025-10-30 01:10:56.386488086
523,TRVL-523,535,1000,EXP-535,1000,Local Cab,Travel,TRVL,,2025-11-08,717.9,1,,,,,,,Paid,PAID,False,2025-11-23 06:41:19.572852586,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,0,ACCEPT,False,0,0,2025-11-12 12:34:45.837445086,2025-11-23 06:41:19.572852586,2025-11-13 00:04:58.607327434
524,TRVL-524,537,1000,EXP-537,1000,Local Cab,Travel,TRVL,,2025-11-20,710.32,1,,,,,,,Paid,PAID,False,2025-12-03 23:06:29.454197770,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,1,ACCEPT,False,0,0,2025-11-24 16:38:54.304741843,2025-12-03 23:06:29.454197770,2025-11-25 06:29:44.796623391
525,TRVL-525,538,1000,EXP-538,1000,Local Cab,Travel,TRVL,35861,2025-12-06,837.66,1,,,,,,,Accepted,PAID,False,2025-12-16 12:11:46.488372916,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,0,ACCEPT,False,0,0,2025-12-10 05:32:54.261293943,2025-12-16 12:11:46.488372916,2025-12-10 15:56:17.767567134
526,TRVL-526,539,1000,EXP-539,1000,Local Cab,Travel,TRVL,677408,2025-12-21,687.55,1,,,,,,,Paid,PAID,False,2026-01-01 20:13:36.790447757,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,0,ACCEPT,False,0,0,2025-12-23 20:32:07.992928418,2026-01-01 20:13:36.790447757,2025-12-24 21:07:11.252112600
527,TRVL-527,540,1000,EXP-540,1000,Local Cab,Travel,TRVL,INV-33552,2026-01-03,759.05,1,,,,,,,Accepted,PAID,False,2026-01-16 06:56:19.598477437,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,1,ACCEPT,False,0,0,2026-01-07 05:57:08.660056632,2026-01-16 06:56:19.598477437,2026-01-08 10:49:59.018231686
528,TRVL-528,542,1000,EXP-542,1000,Local Cab,Travel,TRVL,370444,2026-01-19,835.81,1,,,,,,,Accepted,ACCEPTED,False,2026-01-29 14:30:17.944720281,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2026-01-22 07:09:31.512250304,2026-01-29 14:30:17.944720281,2026-01-22 10:12:17.200485947
529,TRVL-529,543,1000,EXP-543,1000,Local Cab,Travel,TRVL,509686,2026-01-29,836.38,1,,,,,,,Accepted,ACCEPTED,False,2026-02-11 05:21:11.043615550,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2026-02-03 06:40:37.813059794,2026-02-11 05:21:11.043615550,2026-02-04 02:58:03.992721718
530,TRVL-530,545,1000,EXP-545,1000,Local Cab,Travel,TRVL,,2026-02-10,827.81,1,,,,,,,Accepted,ACCEPTED,False,2026-02-21 20:31:42.720662656,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,1,ACCEPT,False,0,0,2026-02-16 09:06:06.607998624,2026-02-21 20:31:42.720662656,2026-02-16 18:24:20.092107610
531,TRVL-531,546,1000,EXP-546,1000,Local Cab,Travel,TRVL,,2026-02-27,813.28,1,,,,,,,Accepted,PAID,False,2026-03-08 01:23:58.813824959,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2026-03-01 03:26:27.327913519,2026-03-08 01:23:58.813824959,2026-03-02 02:18:07.659628075
532,TRVL-532,548,1000,EXP-548,1000,Local Cab,Travel,TRVL,INV-34673,2026-03-15,884.07,1,,,,,,,Paid,PAID,False,2026-03-24 17:14:57.854377796,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2026-03-15 19:27:28.464518306,2026-03-24 17:14:57.854377796,2026-03-17 10:39:02.609513788
533,TRVL-533,550,1000,EXP-550,1000,Local Cab,Travel,TRVL,,2026-03-27,909.26,1,,,,,,,Accepted,ACCEPTED,False,2026-04-09 01:35:05.389548200,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,1,ACCEPT,False,0,0,2026-04-03 02:04:48.383254420,2026-04-09 01:35:05.389548200,2026-04-03 13:20:35.338633752
534,TRVL-534,552,1000,EXP-552,1000,Local Cab,Travel,TRVL,INV-19141,2026-04-13,921.27,1,,,,,,,Paid,PAID,False,2026-04-28 01:11:50.529366689,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,0,ACCEPT,False,0,0,2026-04-18 08:28:46.356337251,2026-04-28 01:11:50.529366689,2026-04-19 02:19:48.737359460
535,TRVL-535,553,1000,EXP-553,1000,Local Cab,Travel,TRVL,438883,2026-04-25,760.66,1,,,,,,,Paid,PAID,False,2026-05-08 21:19:41.163617309,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,1,ACCEPT,False,0,0,2026-05-01 17:21:17.782201911,2026-05-08 21:19:41.163617309,2026-05-02 13:33:28.805832021
536,TRVL-536,556,1000,EXP-556,1000,Local Cab,Travel,TRVL,INV-82039,2026-05-12,967.1,1,,,,,,,Accepted,ACCEPTED,False,2026-05-26 15:02:11.061245412,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2026-05-17 18:57:46.807594200,2026-05-26 15:02:11.061245412,2026-05-19 00:31:29.020365377
537,TRVL-537,558,1000,EXP-558,1000,Local Cab,Travel,TRVL,INV-26181,2026-05-29,944.67,1,,,,,,,Paid,PAID,False,2026-06-08 12:16:46.454867043,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,1,ACCEPT,False,0,0,2026-06-02 01:27:47.158649179,2026-06-08 12:16:46.454867043,2026-06-02 10:30:43.318793616
538,TRVL-538,560,1000,EXP-560,1000,Local Cab,Travel,TRVL,62989,2026-06-12,983.13,1,,,,,,,Accepted,ACCEPTED,False,2026-06-22 13:58:02.906295445,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,0,ACCEPT,False,0,0,2026-06-16 03:32:38.737446411,2026-06-22 13:58:02.906295445,2026-06-16 08:50:08.673410327
539,TRVL-539,549,1000,EXP-549,1000,Hotel,Travel,TRVL,360770,2026-03-11,3752.4,1,,,,,,,Accepted,ACCEPTED,False,2026-04-01 00:04:21.137160669,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,0,ACCEPT,False,0,0,2026-03-21 10:52:03.345924966,2026-04-01 00:04:21.137160669,2026-03-23 00:00:00.000000000
540,TRVL-540,557,1000,EXP-557,1000,Hotel,Travel,TRVL,865611,2026-05-14,4221.71,1,,,,,,,Paid,PAID,False,2026-06-02 17:31:27.992569409,,62c4a2b2-ccb5-5de3-989e-e5c92c7c7a98,78e717ca-0c7b-24cd-b893-b45dbbc348cb,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2026-05-25 09:01:01.148718209,2026-06-02 17:31:27.992569409,2026-05-25 10:14:54.836004660
541,INT-541,502,1000,EXP-502,1000,Mobile Postpaid,Internet & Telecom,INT,,2025-01-22,574.67,1,,,,,,,Accepted,ACCEPTED,False,2025-01-29 16:10:01.646198564,,084e1027-9d6d-ba7a-194c-3f6c2ce9942c,109751b5-c850-d306-c8a8-3020a3ef2d98,3000,,6000,,,True,,4,,,True,Manager,1,0,ACCEPT,False,0,0,2025-01-25 22:54:43.247995601,2025-01-29 16:10:01.646198564,2025-01-26 00:00:00.000000000
542,INT-542,506,1000,EXP-506,1000,Mobile Postpaid,Internet & Telecom,INT,INV-75573,2025-02-18,573.69,1,,,,,,,Paid,PAID,False,2025-02-28 01:02:25.776989158,,084e1027-9d6d-ba7a-194c-3f6c2ce9942c,109751b5-c850-d306-c8a8-3020a3ef2d98,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2025-02-21 13:12:47.658737157,2025-02-28 01:02:25.776989158,2025-02-22 08:22:51.807937642
543,INT-543,508,1000,EXP-508,1000,Mobile Postpaid,Internet & Telecom,INT,,2025-03-18,552.09,1,,,,,,,Paid,PAID,False,2025-03-24 00:15:15.849807704,,084e1027-9d6d-ba7a-194c-3f6c2ce9942c,109751b5-c850-d306-c8a8-3020a3ef2d98,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2025-03-19 16:53:51.562641598,2025-03-24 00:15:15.849807704,2025-03-20 02:43:03.331197600
544,INT-544,511,1000,EXP-511,1000,Mobile Postpaid,Internet & Telecom,INT,411825,2025-04-18,519.6,1,,,,,,,Accepted,ACCEPTED,False,2025-04-27 16:05:15.103964259,,084e1027-9d6d-ba7a-194c-3f6c2ce9942c,109751b5-c850-d306-c8a8-3020a3ef2d98,3000,,6000,,,True,,4,,,True,Manager,1,0,ACCEPT,False,0,0,2025-04-21 16:39:56.865476678,2025-04-27 16:05:15.103964259,2025-04-22 15:21:21.979925481
545,INT-545,514,1000,EXP-514,1000,Mobile Postpaid,Internet & Telecom,INT,,2025-05-19,582.34,1,,,,,,,Paid,PAID,False,2025-05-28 23:59:13.397524343,,084e1027-9d6d-ba7a-194c-3f6c2ce9942c,109751b5-c850-d306-c8a8-3020a3ef2d98,3000,,6000,,,True,,4,,,True,Manager,1,0,ACCEPT,False,0,0,2025-05-23 03:49:30.938371661,2025-05-28 23:59:13.397524343,2025-05-23 14:44:48.893669435
546,INT-546,518,1000,EXP-518,1000,Mobile Postpaid,Internet & Telecom,INT,INV-40099,2025-06-15,590.5,1,,,,,,,Accepted,ACCEPTED,False,2025-06-26 07:39:58.901520705,,084e1027-9d6d-ba7a-194c-3f6c2ce9942c,109751b5-c850-d306-c8a8-3020a3ef2d98,3000,,6000,,,True,,4,,,True,Manager,1,2,ACCEPT,False,0,0,2025-06-21 15:09:44.869185407,2025-06-26 07:39:58.901520705,2025-06-21 19:09:00.422448307
547,INT-547,521,1000,EXP-521,1000,Mobile Postpaid,Internet & Telecom,INT,INV-60197,2025-07-19,587.0,1,,,,,,,Paid,PAID,False,2025-07-29 15:25:50.396800685,,084e1027-9d6d-ba7a-194c-3f6c2ce9942c,109751b5-c850-d306-c8a8-3020a3ef2d98,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2025-07-25 10:01:31.571431993,2025-07-29 15:25:50.396800685,2025-07-26 07:44:35.743911877
548,INT-548,526,1000,EXP-526,1000,Mobile Postpaid,Internet & Telecom,INT,INV-46486,2025-08-23,589.36,1,,,,,,,Paid,PAID,False,2025-09-02 13:54:36.463021284,,084e1027-9d6d-ba7a-194c-3f6c2ce9942c,109751b5-c850-d306-c8a8-3020a3ef2d98,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2025-08-28 05:01:18.938023939,2025-09-02 13:54:36.463021284,2025-08-28 14:24:05.338942565
549,INT-549,529,1000,EXP-529,1000,Mobile Postpaid,Internet & Telecom,INT,,2025-09-18,584.02,1,,,,,,,Accepted,ACCEPTED,False,2025-09-25 20:08:45.871395506,,084e1027-9d6d-ba7a-194c-3f6c2ce9942c,109751b5-c850-d306-c8a8-3020a3ef2d98,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,True,1,0,2025-09-21 14:19:56.231336952,2025-09-25 20:08:45.871395506,2025-09-21 16:45:25.351782316
550,INT-550,531,1000,EXP-531,1000,Mobile Postpaid,Internet & Telecom,INT,INV-19716,2025-10-10,586.57,1,,,,,,,Accepted,ACCEPTED,False,2025-10-14 15:15:54.398146130,,084e1027-9d6d-ba7a-194c-3f6c2ce9942c,109751b5-c850-d306-c8a8-3020a3ef2d98,3000,,6000,,,True,,4,,,True,Manager,1,0,ACCEPT,False,0,0,2025-10-12 15:16:52.662656600,2025-10-14 15:15:54.398146130,2025-10-13 12:21:45.012748022
551,INT-551,534,1000,EXP-534,1000,Mobile Postpaid,Internet & Telecom,INT,,2025-11-07,545.37,1,,,,,,,Paid,PAID,False,2025-11-17 00:25:25.916205938,,084e1027-9d6d-ba7a-194c-3f6c2ce9942c,109751b5-c850-d306-c8a8-3020a3ef2d98,3000,,6000,,,True,,4,,,True,Manager,1,0,ACCEPT,False,0,0,2025-11-11 09:58:34.239809523,2025-11-17 00:25:25.916205938,2025-11-12 20:56:34.225965424
552,INT-552,538,1000,EXP-538,1000,Mobile Postpaid,Internet & Telecom,INT,812634,2025-12-07,581.39,1,,,,,,,Paid,PAID,False,2025-12-15 05:55:59.251615920,,084e1027-9d6d-ba7a-194c-3f6c2ce9942c,109751b5-c850-d306-c8a8-3020a3ef2d98,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2025-12-09 18:57:37.416937257,2025-12-15 05:55:59.251615920,2025-12-10 21:05:59.638500464
553,INT-553,540,1000,EXP-540,1000,Mobile Postpaid,Internet & Telecom,INT,,2026-01-13,588.69,1,,,,,,,Paid,PAID,False,2026-01-17 02:04:58.566864000,,084e1027-9d6d-ba7a-194c-3f6c2ce9942c,109751b5-c850-d306-c8a8-3020a3ef2d98,3000,,6000,,,True,,4,,,True,Manager,1,2,ACCEPT,False,0,0,2026-01-11 22:33:28.335016959,2026-01-17 02:04:58.566864000,2026-01-13 04:31:31.880900344
