item_pk,item_id,report_pk,employee_id,report_id,employee_id-2,expense_type_name,expense_category_name,expense_category_code,bill_number,bill_date,bill_amount,bill_currency_id,overridden_amount,mileage_unit,mileage_quantity,mileage_rate_per_unit,mileage_original_rate_per_unit,mileage_overridden_quantity,item_status,report_status,auto_approved,approval_date,rejection_date,policy_id,rule_id,limit_per_claim,limit_per_day,limit_per_month,limit_per_quarter,limit_per_year,allow_beyond_limit,frequency_per_day,frequency_per_month,frequency_per_quarter,frequency_per_year,allow_beyond_frequency,configured_reviewer_chain,configured_reviewer_count,remark_count,last_workflow_action,is_duplicate_flagged,duplicate_match_count,override_count,item_created_on,item_updated_on,submission_date
511,INT-511,506,1000,EXP-506,1000,Broadband,Internet & Telecom,INT,INV-19908,2025-04-27,1242.85,1,,,,,,,Accepted,ACCEPTED,False,2025-04-29 10:01:31.716625815,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2025-04-26 17:31:42.062910012,2025-04-29 10:01:31.716625815,2025-04-28 07:26:24.808405296
512,INT-512,507,1000,EXP-507,1000,Broadband,Internet & Telecom,INT,,2025-05-26,876.92,1,,,,,,,Rejected,REJECTED,False,,2025-06-05 12:42:23.622897645,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,1,REJECT,False,0,0,2025-05-30 13:58:22.078576113,2025-06-05 12:42:23.622897645,2025-05-31 15:31:52.121423663
513,INT-513,508,1000,EXP-508,1000,Broadband,Internet & Telecom,INT,980376,2025-06-22,1405.98,1,,,,,,,Accepted,ACCEPTED,False,2025-06-24 17:30:47.791885869,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2025-06-21 17:07:09.074429084,2025-06-24 17:30:47.791885869,2025-06-22 09:28:47.147600931
514,INT-514,509,1000,EXP-509,1000,Broadband,Internet & Telecom,INT,915033,2025-07-11,1154.65,1,,,,,,,Paid,PAID,False,2025-07-13 06:02:42.214154427,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,2,ACCEPT,False,0,0,2025-07-10 17:56:09.877707817,2025-07-13 06:02:42.214154427,2025-07-11 14:36:55.279700079
515,INT-515,511,1000,EXP-511,1000,Broadband,Internet & Telecom,INT,INV-94449,2025-07-25,1748.32,1,,,,,,,Paid,PAID,False,2025-08-04 17:53:30.745501149,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,0,ACCEPT,False,0,0,2025-07-30 19:43:35.020848785,2025-08-04 17:53:30.745501149,2025-07-30 23:13:03.628436607
516,INT-516,512,1000,EXP-512,1000,Broadband,Internet & Telecom,INT,INV-93361,2025-09-16,1437.45,1,,,,,,,Rejected,REJECTED,False,,2025-09-23 19:03:29.771939002,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,0,REJECT,False,0,0,2025-09-17 22:30:34.467163275,2025-09-23 19:03:29.771939002,2025-09-19 12:32:53.993769958
517,INT-517,514,1000,EXP-514,1000,Broadband,Internet & Telecom,INT,644031,2025-11-01,1147.2,1,,,,,,,Paid,PAID,False,2025-11-10 12:59:56.396839562,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,2,ACCEPT,False,0,0,2025-11-04 02:51:13.009787428,2025-11-10 12:59:56.396839562,2025-11-04 14:21:22.122704211
518,INT-518,515,1000,EXP-515,1000,Broadband,Internet & Telecom,INT,INV-11657,2025-12-01,753.84,1,555.48,,,,,,Paid,PAID,False,2025-12-08 06:20:19.396783968,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,0,ACCEPT,False,0,1,2025-12-03 09:40:03.099827170,2025-12-08 06:20:19.396783968,2025-12-05 00:58:37.935086808
519,INT-519,517,1000,EXP-517,1000,Broadband,Internet & Telecom,INT,832216,2026-01-03,1659.29,1,,,,,,,Paid,PAID,False,2026-01-12 00:47:35.902928268,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,2,ACCEPT,False,0,0,2026-01-05 20:20:04.768445407,2026-01-12 00:47:35.902928268,2026-01-07 05:17:22.425844137
520,INT-520,518,1000,EXP-518,1000,Broadband,Internet & Telecom,INT,566618,2026-02-18,1565.18,1,,,,,,,Accepted,ACCEPTED,False,2026-02-23 03:48:54.598055911,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2026-02-18 11:33:35.825141665,2026-02-23 03:48:54.598055911,2026-02-19 13:10:04.309886005
521,INT-521,519,1000,EXP-519,1000,Broadband,Internet & Telecom,INT,431278,2026-04-02,1506.72,1,,,,,,,Accepted,ACCEPTED,False,2026-04-09 13:22:01.574257270,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,2,ACCEPT,False,0,0,2026-04-01 17:54:55.151225680,2026-04-09 13:22:01.574257270,2026-04-03 07:08:20.324122010
522,INT-522,523,1000,EXP-523,1000,Broadband,Internet & Telecom,INT,INV-91360,2026-05-08,1398.79,1,,,,,,,Paid,PAID,False,2026-05-17 03:57:54.550019800,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,0,ACCEPT,False,0,0,2026-05-12 03:57:29.553385349,2026-05-17 03:57:54.550019800,2026-05-12 09:39:52.974334279
523,INT-523,524,1000,EXP-524,1000,Broadband,Internet & Telecom,INT,389429,2026-06-02,1856.85,1,,,,,,,Accepted,ACCEPTED,False,2026-06-06 21:49:19.493567031,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2026-06-03 15:12:09.256073449,2026-06-06 21:49:19.493567031,2026-06-03 19:22:06.029396824
524,INT-524,525,1000,EXP-525,1000,Broadband,Internet & Telecom,INT,,2026-06-20,1415.04,1,,,,,,,Accepted,ACCEPTED,False,2026-06-30 20:30:05.352677227,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2026-06-24 18:08:32.226786033,2026-06-30 20:30:05.352677227,2026-06-25 14:59:49.539164110
525,MEAL-525,521,1000,EXP-521,1000,Client Lunch,Meals,MEAL,,2026-04-14,1795.29,1,,,,,,,Paid,PAID,False,2026-04-24 14:24:01.084251880,,fe820fe8-d720-a78b-1962-4dc814ce4d7c,c262aae2-43e1-5f61-401f-de9c038de159,10000,,25000,,,True,,12,,,True,Manager > Admin,2,2,ACCEPT,False,0,0,2026-04-19 03:06:31.785390279,2026-04-24 14:24:01.084251880,2026-04-20 00:00:00.000000000
526,MEAL-526,524,1000,EXP-524,1000,Client Lunch,Meals,MEAL,,2026-05-29,2052.14,1,,,,,,,Accepted,ACCEPTED,False,2026-06-13 13:22:57.914572362,,fe820fe8-d720-a78b-1962-4dc814ce4d7c,c262aae2-43e1-5f61-401f-de9c038de159,10000,,25000,,,True,,12,,,True,Manager > Admin,2,1,ACCEPT,False,0,0,2026-06-06 23:49:37.043084392,2026-06-13 13:22:57.914572362,2026-06-07 23:52:34.216145176
527,MEAL-527,543,1001,EXP-543,1001,Client Lunch,Meals,MEAL,43845,2026-03-25,2772.51,1,,,,,,,Paid,PAID,False,2026-04-13 05:36:40.638412927,,fe820fe8-d720-a78b-1962-4dc814ce4d7c,c262aae2-43e1-5f61-401f-de9c038de159,10000,,25000,,,True,,12,,,True,Manager > Admin,2,0,ACCEPT,False,0,0,2026-04-08 18:44:59.820597563,2026-04-13 05:36:40.638412927,2026-04-10 00:00:00.000000000
528,MEAL-528,545,1001,EXP-545,1001,Client Lunch,Meals,MEAL,167449,2026-05-20,2572.14,1,,,,,,,Accepted,ACCEPTED,False,2026-06-05 11:18:04.473770896,,fe820fe8-d720-a78b-1962-4dc814ce4d7c,c262aae2-43e1-5f61-401f-de9c038de159,10000,,25000,,,True,,12,,,True,Manager > Admin,2,0,ACCEPT,False,0,0,2026-05-31 14:17:36.663946979,2026-06-05 11:18:04.473770896,2026-06-01 02:13:40.617055128
529,INT-529,526,1001,EXP-526,1001,Mobile Postpaid,Internet & Telecom,INT,154324,2025-01-24,782.06,1,,,,,,,Accepted,ACCEPTED,False,2025-01-27 11:07:44.730514684,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,0,ACCEPT,False,0,0,2025-01-23 14:51:20.598689622,2025-01-27 11:07:44.730514684,2025-01-24 00:00:00.000000000
530,INT-530,527,1001,EXP-527,1001,Mobile Postpaid,Internet & Telecom,INT,INV-48795,2025-02-20,779.86,1,,,,,,,Rejected,REJECTED,False,,2025-02-25 18:33:10.596033354,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,0,REJECT,False,0,0,2025-02-20 08:17:42.002360540,2025-02-25 18:33:10.596033354,2025-02-21 04:54:40.283374913
531,INT-531,529,1001,EXP-529,1001,Mobile Postpaid,Internet & Telecom,INT,INV-53974,2025-03-21,846.18,1,,,,,,,Rejected,REJECTED,False,,2025-03-24 14:11:53.773316247,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,0,REJECT,False,0,0,2025-03-23 03:00:08.234741043,2025-03-24 14:11:53.773316247,2025-03-23 21:21:24.035674511
532,INT-532,530,1001,EXP-530,1001,Mobile Postpaid,Internet & Telecom,INT,340229,2025-04-25,893.27,1,,,,,,,Rejected,REJECTED,False,,2025-05-01 22:42:44.392459526,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,2,REJECT,False,0,0,2025-04-26 17:59:05.312819027,2025-05-01 22:42:44.392459526,2025-04-28 04:38:05.312420075
533,INT-533,531,1001,EXP-531,1001,Mobile Postpaid,Internet & Telecom,INT,,2025-05-25,772.96,1,,,,,,,Paid,PAID,False,2025-06-01 02:30:14.093727259,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,2,ACCEPT,False,0,0,2025-05-27 22:19:22.037366154,2025-06-01 02:30:14.093727259,2025-05-28 15:33:01.008444663
534,INT-534,532,1001,EXP-532,1001,Mobile Postpaid,Internet & Telecom,INT,,2025-06-19,794.27,1,,,,,,,Paid,PAID,False,2025-06-26 11:16:11.932486435,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,0,ACCEPT,False,0,0,2025-06-22 22:28:23.599969772,2025-06-26 11:16:11.932486435,2025-06-24 01:28:00.831339580
535,INT-535,533,1001,EXP-533,1001,Mobile Postpaid,Internet & Telecom,INT,335950,2025-07-25,891.42,1,,,,,,,Accepted,ACCEPTED,False,2025-07-29 13:06:19.982699018,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2025-07-25 14:37:39.903448042,2025-07-29 13:06:19.982699018,2025-07-26 14:52:05.284320845
536,INT-536,535,1001,EXP-535,1001,Mobile Postpaid,Internet & Telecom,INT,380816,2025-08-28,787.56,1,,,,,,,Accepted,ACCEPTED,False,2025-09-02 14:03:00.144032585,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,2,ACCEPT,False,0,0,2025-08-27 04:14:52.643782683,2025-09-02 14:03:00.144032585,2025-08-28 11:43:17.683391533
537,INT-537,536,1001,EXP-536,1001,Mobile Postpaid,Internet & Telecom,INT,786454,2025-10-02,831.14,1,,,,,,,Accepted,ACCEPTED,False,2025-10-08 11:25:18.466119132,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,2,ACCEPT,False,0,0,2025-10-02 00:20:58.606270143,2025-10-08 11:25:18.466119132,2025-10-03 09:22:03.566897042
538,INT-538,537,1001,EXP-537,1001,Mobile Postpaid,Internet & Telecom,INT,INV-35006,2025-11-02,818.81,1,,,,,,,Paid,PAID,False,2025-11-07 17:04:07.001918187,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,2,ACCEPT,False,0,0,2025-11-02 04:46:28.597532958,2025-11-07 17:04:07.001918187,2025-11-02 07:35:07.315858616
539,INT-539,538,1001,EXP-538,1001,Mobile Postpaid,Internet & Telecom,INT,,2025-12-03,802.03,1,,,,,,,Rejected,REJECTED,False,,2025-12-10 20:01:33.989348277,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,0,REJECT,False,0,0,2025-12-05 00:53:59.841912969,2025-12-10 20:01:33.989348277,2025-12-06 08:06:49.264348726
540,INT-540,539,1001,EXP-539,1001,Mobile Postpaid,Internet & Telecom,INT,625638,2026-01-09,825.33,1,,,,,,,Paid,PAID,False,2026-01-15 00:38:07.879048122,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2026-01-09 00:38:29.431570563,2026-01-15 00:38:07.879048122,2026-01-09 21:54:13.865463088
541,INT-541,540,1001,EXP-540,1001,Mobile Postpaid,Internet & Telecom,INT,,2026-02-02,825.72,1,,,,,,,Paid,PAID,False,2026-02-06 04:52:00.386028393,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2026-02-01 11:13:13.700055321,2026-02-06 04:52:00.386028393,2026-02-02 00:41:53.744200489
542,INT-542,542,1001,EXP-542,1001,Mobile Postpaid,Internet & Telecom,INT,,2026-03-03,785.44,1,,,,,,,Paid,PAID,False,2026-03-09 12:17:28.035532072,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,0,ACCEPT,False,0,0,2026-03-02 17:25:35.405868107,2026-03-09 12:17:28.035532072,2026-03-03 14:40:37.787003730
543,INT-543,543,1001,EXP-543,1001,Mobile Postpaid,Internet & Telecom,INT,516352,2026-04-06,822.42,1,,,,,,,Accepted,PAID,False,2026-04-14 05:38:01.727939561,,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,1,ACCEPT,False,0,0,2026-04-09 05:50:20.206260250,2026-04-14 05:38:01.727939561,2026-04-09 09:09:50.002559771
544,INT-544,544,1001,EXP-544,1001,Mobile Postpaid,Internet & Telecom,INT,7640,2026-05-04,788.67,1,,,,,,,Rejected,REJECTED,False,,2026-05-10 16:06:17.250893602,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,0,REJECT,False,0,0,2026-05-05 23:42:47.451014640,2026-05-10 16:06:17.250893602,2026-05-06 10:23:21.586548705
545,INT-545,546,1001,EXP-546,1001,Mobile Postpaid,Internet & Telecom,INT,306856,2026-06-10,848.67,1,,,,,,,Rejected,REJECTED,False,,2026-06-15 21:42:16.877479773,41fbf981-d1d8-add5-00dd-c6d8ddcee37e,c9293cc8-0020-dc93-413e-20ee855c61b1,3000,,6000,,,True,,4,,,True,Manager,1,0,REJECT,False,0,0,2026-06-10 00:52:49.804091446,2026-06-15 21:42:16.877479773,2026-06-10 03:43:14.090944192
546,LEARN-546,528,1001,EXP-528,1001,Books,Learning & Development,LEARN,921365,2025-03-05,386.52,1,,,,,,,Accepted,ACCEPTED,False,2025-03-26 03:14:52.618833960,,16d7fc1d-6f26-c25d-dc15-ee54e66559a6,c46f28a9-728d-818a-8778-55d71f73fde2,30000,,40000,,,True,,3,,,True,Manager > Admin,2,1,ACCEPT,False,0,0,2025-03-20 17:09:06.503235197,2025-03-26 03:14:52.618833960,2025-03-21 00:00:00.000000000
547,LEARN-547,534,1001,EXP-534,1001,Books,Learning & Development,LEARN,523364,2025-08-03,352.17,1,,,,,,,Accepted,ACCEPTED,False,2025-08-21 12:10:38.118796768,,16d7fc1d-6f26-c25d-dc15-ee54e66559a6,c46f28a9-728d-818a-8778-55d71f73fde2,30000,,40000,,,True,,3,,,True,Manager > Admin,2,2,ACCEPT,False,0,0,2025-08-14 12:23:58.853938525,2025-08-21 12:10:38.118796768,2025-08-15 06:42:06.178363238
548,LEARN-548,537,1001,EXP-537,1001,Books,Learning & Development,LEARN,INV-22359,2025-10-21,1508.15,1,,,,,,,Rejected,PAID,False,,2025-11-08 00:45:13.080254944,16d7fc1d-6f26-c25d-dc15-ee54e66559a6,c46f28a9-728d-818a-8778-55d71f73fde2,30000,,40000,,,True,,3,,,True,Manager > Admin,2,0,REJECT,False,0,0,2025-11-03 22:02:00.457662060,2025-11-08 00:45:13.080254944,2025-11-04 20:16:15.113343806
549,LEARN-549,541,1001,EXP-541,1001,Books,Learning & Development,LEARN,INV-44193,2026-02-01,682.57,1,,,,,,,Rejected,REJECTED,False,,2026-02-18 20:03:32.803903075,16d7fc1d-6f26-c25d-dc15-ee54e66559a6,c46f28a9-728d-818a-8778-55d71f73fde2,30000,,40000,,,True,,3,,,True,Manager > Admin,2,2,REJECT,False,0,0,2026-02-16 09:14:28.250677884,2026-02-18 20:03:32.803903075,2026-02-16 16:22:15.454004805
550,TRVL-550,561,1002,EXP-561,1002,Airfare,Travel,TRVL,216600,2025-04-03,16784.03,1,,,,,,,Rejected,REJECTED,False,,2025-04-05 13:45:35.327208868,7a1d6599-fade-3f4b-4492-6f24f446035e,b9ff9d3e-0b0a-1601-0749-38176b90c643,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,1,REJECT,False,0,0,2025-04-02 03:29:01.676974046,2025-04-05 13:45:35.327208868,2025-04-03 00:00:00.000000000
551,TRVL-551,584,1002,EXP-584,1002,Airfare,Travel,TRVL,INV-86172,2025-08-01,19617.29,1,,,,,,,Rejected,REJECTED,False,,2025-08-07 13:08:40.086240355,7a1d6599-fade-3f4b-4492-6f24f446035e,b9ff9d3e-0b0a-1601-0749-38176b90c643,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,0,REJECT,False,0,0,2025-08-02 14:38:26.293351796,2025-08-07 13:08:40.086240355,2025-08-03 15:52:19.187717868
552,TRVL-552,604,1002,EXP-604,1002,Airfare,Travel,TRVL,INV-31383,2025-12-05,18811.26,1,,,,,,,Paid,PAID,False,2025-12-11 04:17:00.128501248,,7a1d6599-fade-3f4b-4492-6f24f446035e,b9ff9d3e-0b0a-1601-0749-38176b90c643,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,2,ACCEPT,False,0,0,2025-12-04 15:27:15.865712502,2025-12-11 04:17:00.128501248,2025-12-05 19:46:42.784125776
553,TRVL-553,624,1002,EXP-624,1002,Airfare,Travel,TRVL,,2026-03-27,24516.44,1,,,,,,,Rejected,ACCEPTED,False,,2026-04-03 17:34:15.650150637,7a1d6599-fade-3f4b-4492-6f24f446035e,b9ff9d3e-0b0a-1601-0749-38176b90c643,60000,,120000,,,True,,10,,,True,Manager > Manager's Manager > Admin,3,0,REJECT,False,0,0,2026-03-29 03:24:58.657754082,2026-04-03 17:34:15.650150637,2026-03-29 17:54:27.306232728
554,MEAL-554,547,1002,EXP-547,1002,Daily Meal,Meals,MEAL,331416,2024-12-31,218.82,1,,,,,,,Rejected,REJECTED,False,,2025-01-16 19:07:25.851592456,fe820fe8-d720-a78b-1962-4dc814ce4d7c,c262aae2-43e1-5f61-401f-de9c038de159,10000,,25000,,,True,,12,,,True,Manager > Admin,2,1,REJECT,False,0,0,2025-01-11 20:30:24.089277842,2025-01-16 19:07:25.851592456,2025-01-12 00:00:00.000000000
555,MEAL-555,548,1002,EXP-548,1002,Daily Meal,Meals,MEAL,,2025-01-06,499.78,1,,,,,,,Paid,PAID,False,2025-01-19 18:46:06.289585730,,fe820fe8-d720-a78b-1962-4dc814ce4d7c,c262aae2-43e1-5f61-401f-de9c038de159,10000,,25000,,,True,,12,,,True,Manager > Admin,2,1,ACCEPT,False,0,0,2025-01-13 16:28:47.431805430,2025-01-19 18:46:06.289585730,2025-01-15 00:00:00.000000000
