employee_id,expense_category_code,expense_type_id,n_claims_total,n_clean_approved,n_rejected,reject_rate,amount_centre,amount_spread,amount_cv,amount_min,amount_max,gap_centre_days,gap_spread_days,lag_centre_days,lag_spread_days,months_active,first_claim,last_claim,pattern_type
1003,MED,14,6,5,1,0.16666666666666666,1067.11,226.75,0.2125,879.38,1245.16,92.0,11.1,3.0,3.0,11.9,2025-06-11 07:43:04.022647540,2026-06-08 21:26:47.944281034,moderate
1003,TRVL,7,8,4,3,0.375,4487.64,224.38,0.05,4309.66,6823.46,86.0,34.1,4.5,2.2,16.8,2025-02-03 00:00:00.000000000,2026-06-28 13:29:51.670476324,steady
1004,INT,1,17,11,6,0.35294117647058826,1014.23,50.71,0.05,962.52,1069.9,34.5,17.0,2.0,3.0,16.2,2025-02-01 00:00:00.000000000,2026-06-09 20:58:10.294151298,steady
1004,MEAL,3,76,56,20,0.2631578947368421,223.62,11.18,0.05,209.89,241.3,7.0,1.5,3.5,2.2,17.4,2025-01-12 00:00:00.000000000,2026-06-25 02:56:08.425768514,steady
1005,INT,2,18,11,5,0.2777777777777778,683.31,34.17,0.05,665.43,712.56,36.5,15.6,3.0,3.0,16.4,2025-01-27 00:00:00.000000000,2026-06-09 08:33:34.511686418,steady
1005,LEARN,11,1,1,0,0.0,2309.65,115.48,0.05,2309.65,2309.65,,,19.0,1.0,0.0,2025-05-01 00:00:00.000000000,2025-05-01 00:00:00.000000000,too_few
1005,MEAL,5,6,5,1,0.16666666666666666,8772.7,2212.14,0.2522,7280.63,11767.39,88.0,7.4,2.0,1.5,11.7,2025-06-15 00:04:48.402129957,2026-06-06 07:10:22.350116779,moderate
1006,LEARN,13,2,1,1,0.5,28383.16,1419.16,0.05,28383.16,28383.16,,,1.0,0.0,0.0,2026-01-09 08:55:07.801755668,2026-01-09 08:55:07.801755668,too_few
1006,MEAL,3,79,63,15,0.189873417721519,303.23,15.16,0.05,282.18,323.98,6.0,1.5,3.0,1.5,17.5,2025-01-11 00:00:00.000000000,2026-06-27 13:15:23.296108415,steady
1006,MEAL,4,1,1,0,0.0,3483.19,174.16,0.05,3483.19,3483.19,,,9.0,0.4,0.0,2025-02-05 00:00:00.000000000,2025-02-05 00:00:00.000000000,too_few
1006,TRVL,8,4,4,0,0.0,21828.5,1091.43,0.05,21347.62,21913.07,128.0,7.4,4.0,0.2,12.2,2025-03-31 00:00:00.000000000,2026-04-06 20:33:42.797376174,steady
1007,FUEL,10,19,13,6,0.3157894736842105,1194.28,59.71,0.05,1153.56,1237.32,31.5,8.9,1.0,1.5,17.5,2025-01-10 00:00:00.000000000,2026-06-27 14:57:52.790614459,steady
1007,LEARN,11,4,3,1,0.25,2628.28,941.27,0.3581,1767.11,3263.16,207.5,83.8,5.0,0.2,13.7,2025-03-02 00:00:00.000000000,2026-04-22 12:03:03.640105512,inconsistent
1007,MEAL,3,77,54,22,0.2857142857142857,372.72,18.64,0.05,347.89,399.87,7.0,1.5,3.0,3.0,17.3,2025-01-09 00:00:00.000000000,2026-06-19 17:30:49.290706694,steady
1007,MEAL,5,6,4,2,0.3333333333333333,5184.11,259.21,0.05,5150.69,5623.0,97.0,37.1,2.5,0.7,11.4,2025-05-25 15:20:26.022427781,2026-05-08 00:33:43.170550750,steady
1007,MED,14,1,1,0,0.0,1185.02,59.25,0.05,1185.02,1185.02,,,20.0,1.0,0.0,2026-05-10 00:00:00.000000000,2026-05-10 00:00:00.000000000,too_few
1008,LEARN,11,5,5,0,0.0,1857.7,606.01,0.3262,1448.95,2609.14,121.0,8.2,0.0,0.0,15.3,2025-02-09 00:00:00.000000000,2026-05-20 04:44:46.660501556,inconsistent
1008,LEARN,12,3,2,1,0.3333333333333333,8403.55,1505.98,0.1792,7387.78,9419.32,319.0,16.0,9.5,2.2,10.5,2025-03-03 00:00:00.000000000,2026-01-16 22:28:14.769182598,too_few
1008,MEAL,4,2,2,0,0.0,1776.18,108.49,0.0611,1703.0,1849.35,44.0,2.2,15.5,0.8,1.4,2026-04-18 00:00:00.000000000,2026-06-01 04:04:38.913987396,too_few
1008,MED,15,1,1,0,0.0,36121.4,1806.07,0.05,36121.4,36121.4,,,3.0,0.2,0.0,2025-07-15 00:00:00.000000000,2025-07-15 00:00:00.000000000,too_few
1009,FUEL,9,17,13,3,0.17647058823529413,520.8,26.04,0.05,501.87,549.94,31.0,3.7,5.0,1.5,16.5,2025-01-18 00:00:00.000000000,2026-06-03 09:05:14.483389560,steady
1009,LEARN,11,4,2,1,0.25,1378.32,68.92,0.05,1356.68,1399.97,139.0,7.0,2.0,1.5,4.6,2025-06-27 07:56:08.897970584,2025-11-13 17:32:32.623979598,too_few
1009,TRVL,7,7,6,1,0.14285714285714285,5149.09,257.45,0.05,5061.83,5296.35,78.0,3.9,2.5,3.0,12.9,2025-04-11 08:31:38.186907660,2026-05-09 01:09:30.303645467,steady
1009,TRVL,8,4,4,0,0.0,19071.82,16305.44,0.8549,5910.22,32114.44,134.0,20.8,6.0,0.7,13.7,2025-03-20 00:00:00.000000000,2026-05-12 10:41:11.692018290,inconsistent
1010,MEAL,4,3,2,1,0.3333333333333333,3287.95,267.39,0.0813,3107.6,3468.3,90.0,4.5,13.5,3.7,3.0,2026-03-24 00:00:00.000000000,2026-06-22 09:30:35.342452928,too_few
1010,MEAL,5,7,4,3,0.42857142857142855,5594.5,279.73,0.05,4870.93,5862.87,144.0,8.9,18.0,2.2,11.7,2025-02-25 00:00:00.000000000,2026-02-17 12:16:19.659411263,steady
1011,INT,2,18,13,5,0.2777777777777778,817.68,40.88,0.05,774.32,876.11,32.0,3.0,1.0,1.5,14.4,2025-03-12 01:47:55.268163307,2026-05-24 13:59:50.948045295,steady
1011,LEARN,12,3,3,0,0.0,5653.53,282.68,0.05,5503.7,5658.71,155.0,22.2,2.0,3.0,10.2,2025-06-29 00:00:00.000000000,2026-05-06 06:33:40.950598202,steady
1011,MED,14,6,5,1,0.16666666666666666,841.32,333.38,0.3963,608.24,1084.12,96.0,4.8,4.0,1.5,15.4,2025-03-15 00:00:00.000000000,2026-06-26 12:56:47.970837227,inconsistent
1012,INT,1,4,1,3,0.75,782.56,39.13,0.05,782.56,782.56,,,19.0,1.0,0.0,2026-04-22 08:15:29.143395989,2026-04-22 08:15:29.143395989,too_few
1012,LEARN,12,3,3,0,0.0,4321.28,1900.65,0.4398,3039.31,6290.49,202.5,98.6,12.0,1.5,13.3,2025-03-17 00:00:00.000000000,2026-04-27 01:33:06.451193548,inconsistent
1012,MEAL,3,77,62,15,0.19480519480519481,349.9,17.49,0.05,321.75,367.52,7.0,1.5,2.5,2.2,17.5,2025-01-11 00:00:00.000000000,2026-06-29 01:00:09.635367518,steady
1012,MEAL,4,2,2,0,0.0,3103.2,356.64,0.1149,2862.65,3343.75,51.0,2.6,18.5,2.2,1.7,2026-04-25 00:00:00.000000000,2026-06-15 01:40:50.808585073,too_few
1012,TRVL,8,5,3,1,0.2,25182.93,4800.85,0.1906,21017.11,28421.06,133.0,6.6,20.0,1.0,8.7,2025-09-29 16:00:53.756097788,2026-06-23 14:33:51.667834364,moderate
1013,FUEL,10,17,14,3,0.17647058823529413,2646.58,132.33,0.05,2459.61,2767.04,34.0,5.9,5.0,3.0,16.6,2025-01-22 00:00:00.000000000,2026-06-10 06:33:43.197050976,steady
1013,INT,2,17,13,4,0.23529411764705882,683.3,214.15,0.3134,371.57,1230.22,36.5,15.6,7.0,3.0,16.2,2025-01-21 00:00:00.000000000,2026-05-29 16:51:06.339275409,inconsistent
1013,MED,14,6,5,1,0.16666666666666666,1146.33,174.99,0.1527,798.03,1264.36,98.0,17.0,2.0,1.5,14.7,2025-02-27 00:00:00.000000000,2026-05-21 18:23:30.625919826,moderate
1013,TRVL,7,7,4,2,0.2857142857142857,5417.42,1461.01,0.2697,2567.11,6622.6,87.0,13.3,13.0,3.7,12.6,2025-06-01 20:33:21.353469024,2026-06-22 05:48:49.547736128,moderate
1014,FUEL,10,18,12,5,0.2777777777777778,1778.7,301.06,0.1693,1346.97,2071.15,35.0,16.3,3.0,2.2,15.7,2025-01-13 00:00:00.000000000,2026-05-05 22:55:34.302389738,moderate
1014,MED,14,6,5,1,0.16666666666666666,1793.44,371.9,0.2074,1260.41,2117.81,90.5,9.6,5.0,1.5,14.3,2025-03-12 00:00:00.000000000,2026-05-22 09:51:38.833728925,moderate
1014,TRVL,6,38,25,11,0.2894736842105263,514.12,140.31,0.2729,217.17,803.73,16.0,5.9,20.0,1.5,16.0,2025-01-12 00:00:00.000000000,2026-05-13 01:02:45.011373627,moderate
1015,LEARN,11,4,2,2,0.5,1872.86,238.39,0.1273,1712.07,2033.66,132.0,6.6,0.0,0.0,4.3,2025-11-15 06:00:14.523853977,2026-03-28 00:28:37.702922647,too_few
1015,LEARN,12,3,3,0,0.0,11764.27,1647.52,0.14,9055.3,12875.51,184.5,14.1,3.0,1.5,12.2,2025-04-05 00:00:00.000000000,2026-04-10 06:17:35.580568826,moderate
1015,MEAL,4,13,9,4,0.3076923076923077,2115.16,105.76,0.05,2051.69,2230.48,45.5,7.4,0.0,0.0,17.0,2025-01-21 00:00:00.000000000,2026-06-24 06:49:16.783958346,steady
1016,FUEL,9,2,1,1,0.5,911.85,45.59,0.05,911.85,911.85,,,17.0,0.8,0.0,2026-06-04 00:00:00.000000000,2026-06-04 00:00:00.000000000,too_few
1016,LEARN,11,5,3,2,0.4,814.57,40.73,0.05,807.18,866.89,113.5,21.5,1.0,0.0,7.5,2025-08-02 04:56:43.953078942,2026-03-18 07:33:16.828212954,steady
1016,LEARN,12,3,2,1,0.3333333333333333,9798.45,489.92,0.05,9525.55,10071.35,125.0,6.2,4.0,0.2,4.1,2025-05-15 00:00:00.000000000,2025-09-17 13:45:49.232638766,too_few
1017,INT,2,3,1,2,0.6666666666666666,606.16,30.31,0.05,606.16,606.16,,,16.0,0.8,0.0,2026-06-25 17:37:32.291297804,2026-06-25 17:37:32.291297804,too_few
1017,LEARN,13,2,2,0,0.0,16504.28,825.21,0.05,16274.73,16733.82,226.0,11.3,0.5,0.7,7.4,2025-08-26 00:00:00.000000000,2026-04-09 14:50:40.889088536,too_few
1017,TRVL,6,40,32,8,0.2,903.22,227.82,0.2522,636.88,1202.87,14.0,1.5,1.0,1.5,17.5,2025-01-06 00:00:00.000000000,2026-06-23 17:19:21.663259532,moderate
1017,TRVL,7,7,5,2,0.2857142857142857,6494.55,375.26,0.0578,5302.74,6747.66,79.5,25.2,2.0,1.5,14.7,2025-03-08 00:00:00.000000000,2026-05-29 22:20:44.191657693,steady
1018,TRVL,6,37,23,5,0.13513513513513514,305.61,102.05,0.3339,216.96,673.38,17.0,8.2,12.0,3.0,17.2,2025-01-16 00:00:00.000000000,2026-06-25 11:14:30.820673253,inconsistent
1018,TRVL,7,7,6,0,0.0,5301.39,265.07,0.05,5075.19,5523.65,79.0,10.4,0.0,0.0,15.1,2025-01-15 00:00:00.000000000,2026-04-19 06:32:32.581862607,steady
1019,TRVL,6,38,31,6,0.15789473684210525,611.37,30.57,0.05,567.28,634.91,14.0,1.5,4.0,3.0,16.7,2025-02-03 00:05:52.528456220,2026-06-26 01:05:40.050376684,steady
1019,TRVL,7,7,5,0,0.0,7498.3,374.92,0.05,7254.92,7514.23,74.5,6.7,1.0,1.5,12.4,2025-03-29 14:42:19.566043575,2026-04-10 12:47:47.017626486,steady
1020,INT,1,18,11,7,0.3888888888888889,1242.24,62.11,0.05,1208.08,1287.1,45.5,20.0,3.0,0.2,17.2,2025-01-10 00:00:00.000000000,2026-06-18 19:00:53.809701418,steady
1020,LEARN,11,4,2,1,0.25,1279.36,751.23,0.5872,772.67,1786.06,136.0,6.8,10.0,1.5,4.5,2025-07-18 22:33:41.177087836,2025-12-02 19:52:44.219091712,too_few
1020,MED,14,6,3,3,0.5,694.53,40.76,0.0587,667.04,723.82,119.5,82.3,2.0,1.5,7.9,2025-03-20 00:00:00.000000000,2025-11-14 22:38:18.023373837,steady
1021,LEARN,11,3,2,1,0.3333333333333333,1571.8,556.68,0.3542,1196.33,1947.28,144.0,7.2,11.0,4.4,4.7,2025-04-20 00:00:00.000000000,2025-09-11 17:46:19.813389404,too_few
1021,LEARN,12,3,2,1,0.3333333333333333,8199.61,409.98,0.05,8123.68,8275.54,201.0,10.0,2.0,1.5,6.6,2025-04-06 00:00:00.000000000,2025-10-24 15:24:44.615509346,too_few
1021,MEAL,5,6,4,2,0.3333333333333333,6118.22,305.91,0.05,6041.04,6578.19,130.0,32.6,0.0,0.0,13.6,2025-02-15 00:00:00.000000000,2026-04-05 03:00:17.446682142,steady
1021,MED,14,6,4,1,0.16666666666666666,807.03,111.38,0.138,631.64,918.36,99.0,22.2,15.5,2.2,14.5,2025-02-25 00:00:00.000000000,2026-05-13 14:05:55.399196692,moderate
1022,FUEL,9,17,9,8,0.47058823529411764,532.86,26.64,0.05,525.38,569.57,33.0,4.4,3.0,3.0,16.5,2025-02-03 00:00:00.000000000,2026-06-19 18:24:26.529336145,steady
1022,FUEL,10,17,14,2,0.11764705882352941,2244.95,112.25,0.05,2176.35,2375.16,32.0,1.6,0.0,0.0,16.1,2025-01-28 00:00:00.000000000,2026-06-03 08:22:09.841031843,steady
1022,MEAL,4,1,1,0,0.0,3467.02,173.35,0.05,3467.02,3467.02,,,17.0,0.8,0.0,2025-10-14 00:00:00.000000000,2025-10-14 00:00:00.000000000,too_few
1022,TRVL,7,2,1,1,0.5,8159.54,407.98,0.05,8159.54,8159.54,,,19.0,1.0,0.0,2025-12-09 00:00:00.000000000,2025-12-09 00:00:00.000000000,too_few
1022,TRVL,8,1,1,0,0.0,22384.81,1119.24,0.05,22384.81,22384.81,,,25.0,1.2,0.0,2026-04-29 00:00:00.000000000,2026-04-29 00:00:00.000000000,too_few
1023,FUEL,9,19,15,4,0.21052631578947367,388.05,19.4,0.05,366.31,417.84,29.0,3.7,3.0,1.5,16.8,2025-01-11 00:00:00.000000000,2026-06-06 00:01:56.419972872,steady
1023,MED,14,6,5,0,0.0,885.46,203.52,0.2298,571.15,1199.09,80.0,24.5,18.0,1.5,14.7,2025-01-20 00:00:00.000000000,2026-04-11 03:46:49.979412959,moderate
1023,TRVL,6,36,25,3,0.08333333333333333,374.9,134.32,0.3583,217.62,585.07,19.5,11.9,16.0,1.5,16.9,2025-01-29 12:56:42.042100992,2026-06-26 20:55:33.964530899,inconsistent
1023,TRVL,8,1,1,0,0.0,18529.22,926.46,0.05,18529.22,18529.22,,,13.0,0.6,0.0,2026-04-03 00:00:00.000000000,2026-04-03 00:00:00.000000000,too_few
1024,FUEL,9,4,2,2,0.5,418.69,22.18,0.053,403.73,433.65,90.0,4.5,3.0,3.0,3.0,2026-03-28 00:00:00.000000000,2026-06-26 15:53:03.073489894,too_few
1024,FUEL,10,2,1,1,0.5,2665.55,133.28,0.05,2665.55,2665.55,,,2.0,0.1,0.0,2025-05-30 00:00:00.000000000,2025-05-30 00:00:00.000000000,too_few
1024,LEARN,13,3,3,0,0.0,15783.5,5467.74,0.3464,11782.42,19471.44,191.5,46.7,13.0,1.5,12.6,2025-01-09 00:00:00.000000000,2026-01-28 00:33:13.877439560,inconsistent
