employee_id,expense_category_code,expense_type_id,n_claims_total,n_clean_approved,n_rejected,reject_rate,amount_centre,amount_spread,amount_cv,amount_min,amount_max,gap_centre_days,gap_spread_days,lag_centre_days,lag_spread_days,months_active,first_claim,last_claim,pattern_type
1006,MEAL,3,79,51,14,0.17721518987341772,250.43,89.61,0.3578,120.17,462.87,8.5,5.2,4.0,1.5,17.2,2025-01-09 00:00:00.000000000,2026-06-16 19:15:51.007826596,inconsistent
1006,MED,15,2,1,0,0.0,24095.14,1204.76,0.05,24095.14,24095.14,,,9.0,0.4,0.0,2026-05-20 22:14:40.094708380,2026-05-20 22:14:40.094708380,too_few
1006,TRVL,6,38,31,7,0.18421052631578946,639.91,98.03,0.1532,465.72,789.45,13.5,2.2,0.0,0.0,16.6,2025-01-14 00:00:00.000000000,2026-06-02 03:58:16.316299075,moderate
1007,MEAL,3,75,57,18,0.24,316.33,15.82,0.05,296.88,342.29,7.0,1.5,2.0,1.5,17.2,2025-01-12 00:00:00.000000000,2026-06-21 17:01:13.010250369,steady
1007,MEAL,5,7,7,0,0.0,12337.85,5652.59,0.4582,8525.23,16744.01,85.5,8.2,3.0,1.5,16.7,2025-01-11 00:00:00.000000000,2026-06-03 17:22:58.081826716,inconsistent
1007,TRVL,7,8,7,1,0.125,6633.44,1742.62,0.2627,3933.95,8503.22,78.0,15.6,4.0,1.5,17.3,2025-01-10 00:00:00.000000000,2026-06-21 13:12:59.681863105,moderate
1008,FUEL,9,18,11,7,0.3888888888888889,864.28,171.95,0.199,598.01,1084.68,30.5,8.2,2.0,3.0,13.7,2025-01-17 00:00:00.000000000,2026-03-09 23:26:41.581154987,moderate
1008,MEAL,3,83,54,18,0.21686746987951808,307.04,103.78,0.338,130.9,519.35,7.0,4.4,5.0,1.5,17.5,2025-01-12 21:56:12.050208895,2026-06-29 05:15:07.075128873,inconsistent
1008,MEAL,5,6,5,1,0.16666666666666666,6184.33,309.22,0.05,6120.33,6312.2,92.0,10.4,5.0,1.5,12.0,2025-03-09 00:00:00.000000000,2026-03-10 20:08:52.180380004,steady
1009,MED,14,6,2,4,0.6666666666666666,1131.66,74.77,0.0661,1081.22,1182.09,444.0,22.2,1.0,1.5,14.6,2025-02-16 00:00:00.000000000,2026-05-06 21:48:24.299051460,too_few
1010,FUEL,9,17,9,7,0.4117647058823529,1010.9,319.14,0.3157,250.02,1302.66,45.5,28.2,7.0,1.5,16.6,2025-01-22 00:00:00.000000000,2026-06-12 22:47:05.701074983,inconsistent
1010,LEARN,11,2,1,1,0.5,1097.23,54.86,0.05,1097.23,1097.23,,,19.0,1.0,0.0,2025-02-23 00:00:00.000000000,2025-02-23 00:00:00.000000000,too_few
1010,MEAL,3,1,1,0,0.0,230.69,11.53,0.05,230.69,230.69,,,9.0,0.4,0.0,2026-04-19 00:00:00.000000000,2026-04-19 00:00:00.000000000,too_few
1010,TRVL,6,40,29,2,0.05,369.06,101.5,0.275,213.2,558.85,16.0,7.4,13.0,1.5,17.1,2025-01-15 00:00:00.000000000,2026-06-19 22:17:05.788968524,moderate
1011,MEAL,4,12,9,2,0.16666666666666666,2228.26,111.41,0.05,2144.38,2336.16,46.5,8.2,2.0,1.5,15.3,2025-02-08 00:00:00.000000000,2026-05-19 20:26:34.197499755,steady
1011,TRVL,7,7,5,2,0.2857142857142857,3972.85,198.64,0.05,3781.44,3986.97,117.5,47.4,3.0,1.5,15.4,2025-01-18 00:00:00.000000000,2026-05-01 22:15:55.559873490,steady
1012,FUEL,10,17,15,1,0.058823529411764705,1829.87,91.49,0.05,1752.4,1959.26,32.0,4.4,3.0,1.5,16.4,2025-01-25 00:00:00.000000000,2026-06-08 16:17:15.134491362,steady
1012,TRVL,7,6,3,3,0.5,5466.37,273.32,0.05,5290.45,5523.29,160.0,112.7,2.0,0.1,10.5,2025-03-17 00:00:00.000000000,2026-02-01 07:15:41.362907528,steady
1013,MEAL,5,5,4,1,0.2,6591.19,3321.71,0.504,3555.62,9902.06,79.0,44.5,3.0,0.2,11.1,2025-03-02 00:00:00.000000000,2026-02-02 00:14:57.112922612,inconsistent
1013,MED,15,2,2,0,0.0,30762.66,1538.13,0.05,30590.41,30934.91,356.0,17.8,3.5,0.7,11.7,2025-06-09 00:00:00.000000000,2026-05-31 10:28:23.769079552,too_few
1013,TRVL,6,39,30,9,0.23076923076923078,547.54,27.38,0.05,494.53,568.48,14.0,3.0,2.5,2.2,17.2,2025-01-14 00:00:00.000000000,2026-06-21 19:33:48.473878346,steady
1013,TRVL,7,2,2,0,0.0,6043.8,1779.54,0.2944,4843.52,7244.08,73.0,3.6,5.0,1.5,2.4,2026-03-27 00:00:00.000000000,2026-06-08 00:34:30.460032547,too_few
1014,MEAL,3,79,55,24,0.3037974683544304,394.14,19.71,0.05,369.92,418.66,7.0,1.5,4.0,3.0,17.4,2025-01-09 00:00:00.000000000,2026-06-24 20:12:44.879816797,steady
1014,MEAL,4,2,2,0,0.0,3106.3,155.32,0.05,3019.52,3193.08,43.0,2.2,19.5,1.0,1.4,2026-04-25 00:00:00.000000000,2026-06-07 23:52:09.801833441,too_few
1014,MED,15,1,1,0,0.0,24292.15,1214.61,0.05,24292.15,24292.15,,,6.0,0.3,0.0,2025-09-04 00:00:00.000000000,2025-09-04 00:00:00.000000000,too_few
1014,TRVL,7,7,4,3,0.42857142857142855,4493.01,224.65,0.05,4401.96,4599.25,88.0,11.9,3.0,1.5,12.9,2025-01-22 00:00:00.000000000,2026-02-20 18:41:30.408990388,steady
1014,TRVL,8,4,1,3,0.75,22470.38,1123.52,0.05,22470.38,22470.38,,,9.0,0.4,0.0,2026-04-28 19:37:01.797349400,2026-04-28 19:37:01.797349400,too_few
1015,INT,1,3,1,2,0.6666666666666666,1046.55,52.33,0.05,1046.55,1046.55,,,6.0,0.3,0.0,2026-03-29 00:00:00.000000000,2026-03-29 00:00:00.000000000,too_few
1015,LEARN,11,5,4,1,0.2,1926.49,96.32,0.05,1850.38,1999.57,141.0,20.8,5.0,0.7,17.2,2025-01-06 00:00:00.000000000,2026-06-13 18:38:33.076425190,steady
1016,FUEL,10,3,2,1,0.3333333333333333,2873.91,143.7,0.05,2812.42,2935.4,36.0,1.8,5.5,2.2,1.2,2026-05-07 23:22:51.517594223,2026-06-13 06:36:01.720683376,too_few
1016,INT,1,18,15,3,0.16666666666666666,1685.47,338.77,0.201,1265.13,2287.19,31.5,8.9,4.0,1.5,16.7,2025-02-03 00:00:00.000000000,2026-06-27 15:49:15.877214978,moderate
1016,LEARN,11,5,5,0,0.0,663.5,33.18,0.05,639.65,666.08,118.0,11.1,4.0,0.2,15.9,2025-02-23 00:00:00.000000000,2026-06-21 06:31:27.863417110,steady
1016,MEAL,4,12,9,3,0.25,1420.55,71.03,0.05,1343.33,1492.75,48.0,8.2,4.0,3.0,16.3,2025-02-04 00:00:00.000000000,2026-06-14 12:00:24.165384911,steady
1016,MED,14,6,4,1,0.16666666666666666,514.4,25.72,0.05,490.88,522.92,162.0,11.9,2.0,0.7,13.7,2025-02-18 00:00:00.000000000,2026-04-10 04:01:14.961567082,steady
1017,MED,14,6,5,1,0.16666666666666666,1866.15,605.7,0.3246,1397.75,2321.27,93.5,11.9,2.0,1.5,15.3,2025-02-19 00:00:00.000000000,2026-05-30 04:26:17.410596178,inconsistent
1017,MED,15,1,1,0,0.0,29264.52,1463.23,0.05,29264.52,29264.52,,,3.0,0.2,0.0,2025-10-31 00:00:00.000000000,2025-10-31 00:00:00.000000000,too_few
1017,TRVL,6,39,33,6,0.15384615384615385,471.84,129.68,0.2748,329.01,690.94,13.5,2.2,2.0,1.5,17.1,2025-01-17 00:00:00.000000000,2026-06-21 07:10:45.082412188,moderate
1018,LEARN,12,4,3,1,0.25,7501.83,375.09,0.05,7027.95,7532.96,152.5,21.5,3.0,0.2,10.1,2025-08-20 10:46:30.326997222,2026-06-23 07:55:23.665969042,steady
1018,LEARN,13,2,2,0,0.0,16632.42,831.62,0.05,16434.37,16830.46,226.0,11.3,2.0,3.0,7.4,2025-07-08 00:00:00.000000000,2026-02-19 07:29:35.992558572,too_few
1019,LEARN,11,5,5,0,0.0,1162.77,330.22,0.284,820.56,1430.53,126.0,9.6,4.0,4.4,16.3,2025-01-19 00:00:00.000000000,2026-05-30 04:44:08.715304806,moderate
1019,LEARN,12,4,3,0,0.0,4220.01,611.08,0.1448,2814.13,4632.18,188.0,100.8,9.0,1.5,12.4,2025-04-04 05:07:43.789049888,2026-04-15 23:05:26.402813268,moderate
1019,MED,14,5,4,1,0.2,1731.11,213.12,0.1231,962.26,1994.5,144.0,75.6,9.5,1.5,14.7,2025-02-28 00:00:00.000000000,2026-05-22 23:48:56.441121994,moderate
1019,TRVL,7,7,4,3,0.42857142857142855,4788.85,331.38,0.0692,3922.12,5220.49,65.0,14.8,2.5,2.2,10.8,2025-06-10 23:16:17.355688017,2026-05-06 06:17:49.296314853,steady
1020,FUEL,9,18,15,2,0.1111111111111111,425.18,126.98,0.2987,217.13,679.95,31.5,11.9,2.0,1.5,16.9,2025-01-30 00:00:00.000000000,2026-06-28 23:56:13.831550976,moderate
1020,MED,14,6,6,0,0.0,1448.64,72.43,0.05,1387.68,1493.87,76.0,8.9,0.5,0.7,13.4,2025-03-09 00:00:00.000000000,2026-04-22 03:23:46.294613097,steady
1020,TRVL,6,38,28,9,0.23684210526315788,341.16,17.06,0.05,322.98,351.1,15.0,3.0,4.0,3.0,17.3,2025-01-16 00:00:00.000000000,2026-06-27 15:17:41.419863139,steady
1021,FUEL,10,19,15,4,0.21052631578947367,1619.67,617.01,0.381,1010.9,2865.05,34.0,13.3,18.0,1.5,16.3,2025-01-28 00:00:00.000000000,2026-06-08 00:32:16.787683686,inconsistent
1021,LEARN,12,3,2,1,0.3333333333333333,8705.19,2387.02,0.2742,7095.17,10315.21,207.0,10.4,0.0,0.0,6.8,2025-12-02 22:00:07.569640764,2026-06-28 13:22:21.689820264,too_few
1021,LEARN,13,2,2,0,0.0,13439.0,671.95,0.05,13370.47,13507.54,215.0,10.8,2.5,3.7,7.1,2025-08-24 00:00:00.000000000,2026-03-27 18:07:52.628734564,too_few
1021,MEAL,5,5,4,1,0.2,6929.5,422.55,0.061,5640.74,7478.46,111.0,19.3,16.5,1.5,12.6,2025-02-18 00:00:00.000000000,2026-03-10 12:04:56.701480402,steady
1021,TRVL,7,2,1,1,0.5,6312.21,315.61,0.05,6312.21,6312.21,,,20.0,1.0,0.0,2025-08-28 00:00:00.000000000,2025-08-28 00:00:00.000000000,too_few
1022,FUEL,10,2,1,1,0.5,2469.42,123.47,0.05,2469.42,2469.42,,,14.0,0.7,0.0,2025-02-26 00:00:00.000000000,2025-02-26 00:00:00.000000000,too_few
1022,LEARN,12,3,2,1,0.3333333333333333,11473.14,573.66,0.05,11298.74,11647.55,164.0,8.2,1.0,1.5,5.4,2025-06-01 00:00:00.000000000,2025-11-12 12:01:44.828019552,too_few
1022,MEAL,3,78,52,25,0.32051282051282054,184.6,9.23,0.05,174.25,195.33,7.0,1.5,5.0,1.5,17.3,2025-01-13 21:06:21.393321536,2026-06-25 00:35:18.606224470,steady
1022,MED,15,2,1,1,0.5,22779.56,1138.98,0.05,22779.56,22779.56,,,5.0,0.2,0.0,2025-11-09 00:00:00.000000000,2025-11-09 00:00:00.000000000,too_few
1023,FUEL,9,18,14,4,0.2222222222222222,677.71,175.7,0.2593,452.74,944.12,30.0,4.4,1.0,1.5,15.8,2025-01-10 00:00:00.000000000,2026-05-05 19:18:36.744811404,moderate
1023,MEAL,3,1,1,0,0.0,229.28,11.46,0.05,229.28,229.28,,,15.0,0.8,0.0,2025-01-08 00:00:00.000000000,2025-01-08 00:00:00.000000000,too_few
1024,FUEL,9,17,11,6,0.35294117647058826,520.53,171.49,0.3295,240.15,689.87,31.0,11.9,10.0,3.0,16.2,2025-02-01 00:00:00.000000000,2026-06-08 21:29:07.975907741,inconsistent
1024,MEAL,3,12,3,9,0.75,277.19,13.86,0.05,271.41,320.04,32.5,15.6,16.0,0.8,2.1,2026-04-14 19:33:36.848279299,2026-06-19 14:21:12.991651972,steady
1024,TRVL,6,8,4,4,0.5,370.52,18.53,0.05,354.69,385.53,27.0,19.3,4.5,1.5,2.6,2026-04-11 20:10:59.217559453,2026-06-29 07:22:41.711763784,steady
1024,TRVL,7,7,6,1,0.14285714285714285,4798.16,239.91,0.05,4519.39,4885.54,77.0,5.9,5.0,0.2,14.3,2025-02-04 00:00:00.000000000,2026-04-14 21:22:24.006561794,steady
1025,FUEL,10,16,14,2,0.125,2810.3,925.41,0.3293,1046.05,4527.48,40.0,17.8,7.5,2.2,17.4,2025-01-09 00:00:00.000000000,2026-06-22 23:44:36.709681749,inconsistent
1025,INT,2,18,14,3,0.16666666666666666,439.04,21.95,0.05,419.38,461.41,29.0,3.0,1.0,1.5,14.7,2025-01-23 00:00:00.000000000,2026-04-16 01:53:51.795457978,steady
1025,MED,14,6,5,1,0.16666666666666666,729.94,103.93,0.1424,376.72,1134.57,98.0,31.9,17.0,0.8,14.9,2025-03-02 00:00:00.000000000,2026-05-29 05:46:41.915777829,moderate
1026,FUEL,9,19,12,4,0.21052631578947367,500.03,200.54,0.4011,184.77,684.94,35.0,11.9,20.0,1.5,14.6,2025-02-09 18:57:24.541678369,2026-04-29 15:03:06.923965716,inconsistent
1026,LEARN,11,5,5,0,0.0,691.04,34.55,0.05,654.56,725.85,108.5,14.1,5.0,1.5,14.4,2025-04-04 00:00:00.000000000,2026-06-17 09:41:53.053109932,steady
1026,LEARN,12,2,2,0,0.0,11317.62,846.71,0.0748,10746.52,11888.72,272.0,13.6,7.5,2.2,8.9,2025-05-22 00:00:00.000000000,2026-02-18 00:37:26.775013080,too_few
1026,MEAL,3,76,59,16,0.21052631578947367,180.37,9.02,0.05,170.28,188.65,7.0,1.5,1.0,1.5,17.5,2025-01-10 00:00:00.000000000,2026-06-27 03:28:15.665468798,steady
1026,MEAL,4,2,1,1,0.5,1719.62,85.98,0.05,1719.62,1719.62,,,6.0,0.3,0.0,2025-04-01 00:00:00.000000000,2025-04-01 00:00:00.000000000,too_few
1027,FUEL,10,19,14,5,0.2631578947368421,3926.88,1024.83,0.261,2802.51,4810.87,29.0,5.9,0.0,0.0,17.1,2025-01-08 00:00:00.000000000,2026-06-13 08:51:28.001973823,moderate
1027,INT,1,18,13,5,0.2777777777777778,1125.18,56.26,0.05,1037.54,1143.29,30.0,2.2,4.0,1.5,15.7,2025-02-10 23:49:53.027749000,2026-06-05 18:20:12.352686070,steady
1027,MEAL,3,71,51,6,0.08450704225352113,219.77,63.48,0.2889,148.57,358.83,9.0,4.4,6.0,3.0,17.4,2025-01-12 00:00:00.000000000,2026-06-27 07:13:51.335097253,moderate
1027,TRVL,8,4,4,0,0.0,13974.54,698.73,0.05,13902.77,15264.78,125.0,6.2,4.0,2.2,12.3,2025-04-06 00:00:00.000000000,2026-04-14 21:56:04.121783184,steady
1028,INT,1,18,15,3,0.16666666666666666,1400.94,70.05,0.05,1333.52,1443.8,30.5,4.4,1.0,1.5,16.5,2025-01-25 00:00:00.000000000,2026-06-12 20:54:55.716262501,steady
1028,MEAL,4,10,9,1,0.1,1935.47,781.6,0.4038,565.02,2880.47,47.0,17.8,12.0,1.5,14.3,2025-04-09 22:55:40.522517024,2026-06-19 19:29:10.391137164,inconsistent
1028,MEAL,5,1,1,0,0.0,4242.04,212.1,0.05,4242.04,4242.04,,,7.0,0.4,0.0,2026-03-31 00:00:00.000000000,2026-03-31 00:00:00.000000000,too_few
1028,TRVL,6,39,31,8,0.20512820512820512,435.05,21.75,0.05,411.63,478.26,14.0,3.0,2.0,1.5,17.1,2025-01-18 00:00:00.000000000,2026-06-22 11:24:33.232997949,steady
1029,FUEL,10,15,10,5,0.3333333333333333,1444.74,373.7,0.2587,674.29,2163.77,35.0,5.9,10.5,0.7,15.5,2025-01-19 00:00:00.000000000,2026-05-06 12:38:48.884599526,moderate
1029,MED,14,6,2,4,0.6666666666666666,1073.55,53.68,0.05,1057.51,1089.59,210.0,10.5,2.0,3.0,6.9,2025-10-04 05:17:38.832899906,2026-05-02 06:36:55.680115526,too_few
1030,FUEL,9,4,1,3,0.75,910.28,45.51,0.05,910.28,910.28,,,17.0,0.8,0.0,2026-03-29 00:00:00.000000000,2026-03-29 00:00:00.000000000,too_few
1030,MEAL,4,12,10,1,0.08333333333333333,3144.09,473.92,0.1507,2409.12,4097.79,45.0,5.9,4.0,2.2,15.4,2025-02-18 00:00:00.000000000,2026-06-03 16:55:04.968954112,moderate
1030,MED,14,2,1,1,0.5,1429.06,71.45,0.05,1429.06,1429.06,,,10.0,0.5,0.0,2026-04-05 00:00:00.000000000,2026-04-05 00:00:00.000000000,too_few
1031,FUEL,9,18,16,2,0.1111111111111111,806.51,391.95,0.486,221.98,1327.96,33.0,8.9,10.0,1.5,16.6,2025-01-28 00:00:00.000000000,2026-06-16 10:23:42.225188452,inconsistent
1031,LEARN,13,2,1,1,0.5,15790.73,789.54,0.05,15790.73,15790.73,,,1.0,0.0,0.0,2026-04-14 18:51:28.922252044,2026-04-14 18:51:28.922252044,too_few
1031,MEAL,3,79,60,18,0.22784810126582278,292.08,14.6,0.05,269.3,313.13,6.0,1.5,4.0,1.5,17.1,2025-01-19 09:12:48.465767775,2026-06-26 05:36:59.874378113,steady
1031,MEAL,5,6,4,2,0.3333333333333333,4099.48,204.97,0.05,3913.12,4134.13,147.0,28.2,4.0,1.5,13.7,2025-03-21 00:00:00.000000000,2026-05-13 07:59:13.839641804,steady
1031,MED,14,6,5,1,0.16666666666666666,1338.26,66.91,0.05,1314.45,1411.12,88.0,4.4,2.0,3.0,14.7,2025-02-22 00:00:00.000000000,2026-05-16 14:17:54.875025482,steady
1032,FUEL,9,1,1,0,0.0,516.82,25.84,0.05,516.82,516.82,,,7.0,0.4,0.0,2025-06-09 00:00:00.000000000,2025-06-09 00:00:00.000000000,too_few
1032,FUEL,10,19,14,5,0.2631578947368421,4107.18,876.16,0.2133,3008.39,5627.03,32.0,8.9,2.0,2.2,17.1,2025-01-16 00:00:00.000000000,2026-06-20 15:35:33.090123661,moderate
1032,MEAL,3,1,1,0,0.0,396.86,19.84,0.05,396.86,396.86,,,7.0,0.4,0.0,2025-08-25 00:00:00.000000000,2025-08-25 00:00:00.000000000,too_few
1032,MEAL,5,1,1,0,0.0,8301.75,415.09,0.05,8301.75,8301.75,,,10.0,0.5,0.0,2026-05-01 00:00:00.000000000,2026-05-01 00:00:00.000000000,too_few
1033,INT,2,18,14,2,0.1111111111111111,713.62,144.75,0.2028,531.14,1285.71,31.0,10.4,15.5,2.2,14.9,2025-03-02 23:20:23.283564087,2026-05-31 23:02:54.242774617,moderate
1033,LEARN,12,3,1,2,0.6666666666666666,3211.7,160.58,0.05,3211.7,3211.7,,,7.0,0.4,0.0,2025-11-14 05:59:22.527064394,2025-11-14 05:59:22.527064394,too_few
1033,LEARN,13,2,2,0,0.0,15972.61,798.63,0.05,15654.9,16290.32,208.0,10.4,4.5,0.7,6.8,2025-05-31 00:00:00.000000000,2025-12-25 04:57:40.044957008,too_few
1033,MED,14,2,1,1,0.5,727.46,36.37,0.05,727.46,727.46,,,11.0,0.6,0.0,2025-01-10 00:00:00.000000000,2025-01-10 00:00:00.000000000,too_few
1034,INT,1,19,14,5,0.2631578947368421,806.34,40.32,0.05,780.19,845.79,31.0,7.4,3.0,1.5,17.2,2025-01-09 00:00:00.000000000,2026-06-16 11:44:51.455047925,steady
1034,INT,2,18,13,5,0.2777777777777778,772.37,38.62,0.05,728.58,800.32,30.5,3.7,3.0,1.5,15.7,2025-02-08 06:53:09.015112584,2026-05-31 12:28:21.789476376,steady
1034,MED,14,6,3,3,0.5,1238.22,61.91,0.05,1176.42,1258.75,178.5,132.7,3.0,0.2,11.8,2025-05-23 13:26:07.383084783,2026-05-17 00:52:53.842647475,steady
1034,TRVL,8,4,2,1,0.25,14312.34,715.62,0.05,14065.5,14559.18,238.0,11.9,4.5,0.7,7.8,2025-07-26 12:15:27.282322776,2026-03-21 14:15:18.762210908,too_few
1035,INT,1,19,16,3,0.15789473684210525,1603.72,406.43,0.2534,1144.81,1967.27,27.0,4.4,0.0,0.0,16.6,2025-01-13 00:00:00.000000000,2026-06-03 22:52:17.369801253,moderate
1035,INT,2,1,1,0,0.0,690.63,34.53,0.05,690.63,690.63,,,14.0,0.7,0.0,2025-12-05 00:00:00.000000000,2025-12-05 00:00:00.000000000,too_few
1035,MEAL,4,2,2,0,0.0,3246.08,469.06,0.1445,2929.7,3562.46,317.0,15.8,14.5,0.7,10.4,2025-07-27 00:00:00.000000000,2026-06-09 00:00:00.000000000,too_few
1036,LEARN,12,4,4,0,0.0,5016.32,687.84,0.1371,2847.6,5566.77,115.0,166.1,23.0,1.5,11.4,2025-06-13 00:00:00.000000000,2026-05-25 15:17:20.232278586,moderate
1036,TRVL,7,7,5,2,0.2857142857142857,3864.45,193.22,0.05,3769.82,3950.13,81.5,4.1,1.0,1.5,10.4,2025-01-13 00:00:00.000000000,2025-11-27 20:55:23.597627839,steady
1037,FUEL,9,3,1,2,0.6666666666666666,728.08,36.4,0.05,728.08,728.08,,,7.0,0.4,0.0,2026-05-13 02:58:06.014071075,2026-05-13 02:58:06.014071075,too_few
1037,FUEL,10,18,12,6,0.3333333333333333,3321.09,740.07,0.2228,2468.9,4089.29,32.0,4.4,5.5,2.2,17.2,2025-01-13 00:00:00.000000000,2026-06-22 13:11:41.959384830,moderate
1037,MEAL,4,11,8,3,0.2727272727272727,1406.44,380.77,0.2707,1044.14,1734.16,67.0,31.1,13.0,1.5,16.7,2025-01-27 00:00:00.000000000,2026-06-19 04:53:48.101282788,moderate
1037,TRVL,6,6,4,2,0.3333333333333333,636.9,31.84,0.05,621.05,673.26,13.0,0.6,12.0,2.2,1.8,2026-04-27 20:31:24.672055760,2026-06-23 00:05:03.000575972,new
1038,LEARN,13,2,1,1,0.5,6800.84,340.04,0.05,6800.84,6800.84,,,11.0,0.6,0.0,2025-12-20 02:34:17.418919568,2025-12-20 02:34:17.418919568,too_few
1038,MEAL,5,7,3,4,0.5714285714285714,4325.98,289.69,0.067,4104.79,4521.37,168.5,9.6,0.0,0.0,11.1,2025-06-30 02:42:34.183596475,2026-06-02 21:23:28.866031819,steady
1038,TRVL,7,8,8,0,0.0,6415.28,1302.17,0.203,3809.63,7618.25,58.0,51.9,17.0,0.8,14.9,2025-01-30 00:00:00.000000000,2026-04-28 03:30:06.177673871,moderate
1039,MEAL,3,76,58,16,0.21052631578947367,168.52,8.43,0.05,156.31,179.64,7.0,1.5,0.0,0.0,17.4,2025-01-15 18:24:48.072869339,2026-06-28 21:26:32.940619663,steady
1039,TRVL,6,39,32,7,0.1794871794871795,518.4,25.92,0.05,497.08,566.73,13.0,3.0,5.0,3.0,16.4,2025-02-08 02:42:16.824003571,2026-06-24 00:23:42.756434236,steady
1040,LEARN,11,4,4,0,0.0,757.19,37.86,0.05,732.18,780.31,127.0,6.4,2.0,0.1,12.9,2025-03-24 00:00:00.000000000,2026-04-22 18:34:16.296514760,steady
